id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS",181401025,310512542,207445211,142484018,79750488,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions()",0,0,0,470082,0,0
"all;g4run;libG4processes;G4Region::SetFastSimulationManager@plt",20229415,25401985,17279640,10190085,6144735,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionNAbsorption",698325,0,0,457979,0,0
"all;g4run;libG4processes;0x000000000037b260",698430,0,0,0,0,0
"all;g4run;libG4processes;G4MuonicAtomDecay::DumpState",1396816,1152054,689775,2905444,625238,0
"all;g4run;libG4processes;G4BinaryCascade::Propagate",698461,0,0,0,0,0
"all;g4run;libG4processes;G4OpticalParameters::Instance@plt",0,2139377,0,998004,227973,0
"all;g4run;libG4processes;0x0000000000f67efd",9772070,24147177,14648412,12036953,6006657,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::SetupKinematic",138805451,227540238,142572789,100894486,44094746,0
"all;g4run;libG4processes;0x000000000083ee2f",698106,0,0,0,409983,0
"all;g4run;libG4processes;std::_Rb_tree<G4INCL::AvatarType, std::pair<G4INCL::AvatarType const, int>, std::_Select1st<std::pair<G4INCL::AvatarType const, int> >, std::less<G4INCL::AvatarType>, std::allocator<std::pair<G4INCL::AvatarType const, int> > >::_M_get_insert_hint_unique_pos@plt",0,1005434,624167,0,0,0
"all;g4run;libG4processes;0x000000000083d212",4188510,3239097,2702974,3334768,1447509,0
"all;g4run;libG4processes;std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt",2087772,5669792,2673074,1429713,1974535,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::AtRestDoIt",681071019,1081109434,638446909,469145834,205229887,0
"all;g4run;libG4processes;G4LightTargetCollider::collide",1550351130,2480126948,1500241677,925367042,584546545,0
"all;g4run;libG4processes;0x000000000037bc80",2094145,2000014,689594,985525,187236,0
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingParticles",30676322,51089277,23681381,18002481,9552093,0
"all;g4run;libG4processes;0x0000000000f0835b",0,0,664963,0,0,0
"all;g4run;libG4processes;G4CascadeParameters::G4CascadeParameters",4888112,6893976,3429441,2405620,1118210,0
"all;g4run;libG4processes;G4CascadeNPChannel::~G4CascadeNPChannel",26520163,30933966,22970669,15187729,8376834,0
"all;g4run;libG4processes;G4SBBremTable::~G4SBBremTable",83045148,135952330,76048063,54587318,22028840,0
"all;g4run;libG4processes;0x000000000083d217",697233,1101658,696208,0,0,0
"all;g4run;libG4processes;0x0000000000f18da9",698353,0,0,0,0,0
"all;g4run;libG4processes;G4N12GEMChannel::~G4N12GEMChannel",1396710,0,0,0,0,0
"all;g4run;libG4processes;G4Clebsch::Wigner9J",698360,0,0,0,201569,0
"all;g4run;libG4processes;G4StatMFMacroNucleon::CalcEnergy",1396908,0,0,0,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::copyWoundedNucleus",687918221,1051531220,571362489,386559656,241813038,0
"all;g4run;libG4processes;G4Bessel::I0",0,0,674392,0,0,0
"all;g4run;libG4processes;0x0000000000834925",696769,0,0,0,0,0
"all;g4run;libG4processes;G4MuonMinusBoundDecay::ApplyYourself",10470019,9645969,4707870,4506688,4134304,0
"all;g4run;libG4processes;G4Bessel::I1",697853,0,676133,0,427315,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::CalculateCrossSection",698457,0,0,469955,0,0
"all;g4run;libG4processes;G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt",1396425,987672,0,0,207078,0
"all;g4run;libG4processes;G4AblaDataFile::readData",0,1191174,0,459790,0,0
"all;g4run;libG4processes;G4LossTableBuilder::BuildDEDXTable",273457061,411952903,255639812,206066028,82397117,0
"all;g4run;libG4processes;G4HadronicParameters::SetEnableDiffDissociationForBGreater10",0,1485317,0,0,0,0
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini",4187002,7720746,656706,474431,811858,0
"all;g4run;libG4processes;G4CrossSectionDataStore::SampleZandA",13248700,20144113,14299786,7069407,3693643,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getMultiplicity",289459074,369611047,269380044,191537177,110957428,0
"all;g4run;libG4processes;0x0000000000a0d3cd",698438,0,0,0,199276,0
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection",92117313,100302222,76299100,57855593,21034406,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::CrossSectionLog",698453,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000380a40",1393590,2303936,656015,453606,0,0
"all;g4run;libG4processes;G4Clebsch::WignerLittleD",2088410,0,1418358,3008390,448543,0
"all;g4run;libG4processes;G4InuclNuclei::clear",24421465,35629118,31028048,22043391,11371811,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity",53718724,75756574,36704669,29787981,12427979,0
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_beforeSampling",0,1170787,0,0,227799,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::GetTransitionRandom",21634042,37427619,22350658,19247610,10348661,0
"all;g4run;libG4processes;0x0000000000a49489",0,0,0,0,214723,0
"all;g4run;libG4processes;G4IonsShenCrossSection::calEcmValue",51634377,68722606,42230487,37558435,15184098,0
"all;g4run;libG4processes;0x00000000008b6d55",698423,7679571,1394794,1973787,449113,0
"all;g4run;libG4processes;0x0000000000a5169e",6280133,6661571,6741480,2489706,2333197,0
"all;g4run;libG4processes;G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator",6270166,13761910,699608,2972859,1083541,0
"all;g4run;libG4processes;G4CrossSectionSourcePtr::operator()@plt",23020132,65947323,36671631,19773782,11815343,0
"all;g4run;libG4processes;0x0000000000a1190f",698319,1162095,673817,482031,638384,0
"all;g4run;libG4processes;0x00000000008b6d17",9070515,10913380,9800689,7841240,1944665,0
"all;g4run;libG4processes;G4CascadeInterpolator<30>::printBins@plt",12555655,6841350,7141087,6583849,2656347,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector",238567601,403475709,238218283,148604270,89647495,0
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache@plt",695461,1169239,657557,989115,214757,0
"all;g4run;libG4processes;G4SingleDiffractiveExcitation::ExciteParticipants",2790447,4270177,1219673,498707,0,0
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache",14655085,15213605,14947757,10183412,3599185,0
"all;g4run;libG4processes;G4SeltzerBergerModel::FindDirectoryPath",71185050,125740279,93850576,64688904,33815528,0
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::PreparePhysicsTable",0,3504443,0,0,0,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::StartTracking",115831772,169273216,114616525,79321256,27409567,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::GetScatteringAngle",110922177,177516009,126270342,77498206,35703658,0
"all;g4run;libG4processes;0x0000000000833dba",1391130,2286598,0,1526503,0,0
"all;g4run;libG4processes;G4BinaryCascade::UpdateTracksAndCollisions",2091934,1069795,625715,841741,364194,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation",0,1081414,0,0,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeScreeningFunctions",3491328,1101177,1391142,2467558,237299,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::~G4CascadeFunctions()",0,0,655088,0,236546,0
"all;g4run;libG4processes;0x00000000009d333d",0,0,683444,0,0,0
"all;g4run;libG4processes;G4Radioactivation::CalculateChainsFromParent",5584517,3563859,568948,447583,432984,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2",6277757,4116360,3781990,3190409,1341012,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMfunctions",1595674584,2294176402,1502532021,1009110418,519053512,0
"all;g4run;libG4processes;0x000000000083fd17",0,1039423,1358853,422992,667368,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData",696772,3431527,2011984,507008,0,0
"all;g4run;libG4processes;std::vector<G4Fragment, std::allocator<G4Fragment> >::operator=",24410119,26560847,20290040,12454101,5199365,0
"all;g4run;libG4processes;G4PhysicsTableHelper::PreparePhysicsTable@plt",103920106,141563687,82329900,72957545,31351409,0
"all;g4run;libG4processes;std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append",29302205,38606825,23597024,18906539,8650686,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeCrossSectionPerAtom",55237446,110788626,59092569,40778352,19390199,0
"all;g4run;libG4processes;std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt",2091904,2190720,2007633,961978,1109428,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2UniformHelm",140915566,155822935,96590801,69646293,34623308,0
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::Initialize",34883175,42171722,23529414,14581782,9429729,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_erase",0,0,0,0,214975,0
"all;g4run;libG4processes;G4SeltzerBergerModel::SampleEnergyTransfer",20932141,30911100,21620947,14516505,5530993,0
"all;g4run;libG4processes;G4CascadeChannelTables::G4CascadeChannelTables",0,1062754,1912580,1440534,646465,0
"all;g4run;libG4processes;G4LundStringFragmentation::Loop_toFragmentString",698432,3376852,2028970,959159,0,0
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::InitialiseForElement",17429771,25298133,23661309,13238740,3430164,0
"all;g4run;libG4processes;G4FissionProductYieldDist::SampleNeutronEnergies@plt",698198,1114016,0,0,0,0
"all;g4run;libG4processes;G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt",2092319,1157629,0,462510,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy",3484413,5469814,2578760,2479876,1054674,0
"all;g4run;libG4processes;0x000000000083492a",16738286,23220541,25035974,16982947,4549164,0
"all;g4run;libG4processes;G4LossTableManager::BuildPhysicsTable",6278754,4304728,2774650,2373740,1112584,0
"all;g4run;libG4processes;0x0000000000a028af",2093594,1089130,1417643,0,407454,0
"all;g4run;libG4processes;0x000000000083f528",0,0,0,0,191932,0
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt",20218430,37199460,22007456,15674426,9110653,0
"all;g4run;libG4processes;0x000000000037e030",2786947,7589268,9591883,7149616,2589795,0
"all;g4run;libG4processes;G4InuclNuclei::setExitationEnergy",379663583,525636300,381899628,243256323,141874130,0
"all;g4run;libG4processes;G4LorentzConvertor::backToTheLab",2792295,2182947,2008403,1391802,0,0
"all;g4run;libG4processes;G4RToEConvForPositron::~G4RToEConvForPositron",3491419,1066312,1327041,484271,207210,0
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralGaussian",59302022,76296628,46256656,32423342,13041606,0
"all;g4run;libG4processes;G4DNARPWBAIonisationModel::Initialise",0,0,0,0,185542,0
"all;g4run;libG4processes;G4ASTARStopping::Initialise",0,1093112,560186,967612,0,0
"all;g4run;libG4processes;0x00000000008aece1",0,0,0,0,230916,0
"all;g4run;libG4processes;0x000000000093aaac",1396186,5350731,0,977138,651007,0
"all;g4run;libG4processes;0x000000000037f6a0",10460366,19692785,9595486,9805617,5543811,0
"all;g4run;libG4processes;0x00000000008b6d5c",0,2185041,0,459811,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintTrackInfo",2790731,12327366,4878934,490827,618427,0
"all;g4run;libG4processes;0x00000000008b6d1b",2792993,7857379,674247,1460747,228635,0
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PenelopeSamplingData*>, std::_Select1st<std::pair<G4Material const* const, G4PenelopeSamplingData*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PenelopeSamplingData*> > >::_M_erase",7671726,14694556,6983531,5810939,641507,0
"all;g4run;libG4processes;G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::printXsec",0,0,0,472775,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::~G4CascadeFunctions",698436,1179710,749085,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::printTable",249748763,415476962,221684549,141936369,64154112,0
"all;g4run;libG4processes;G4Cache<G4HadFinalState*>::~G4Cache@plt",0,0,0,469922,0,0
"all;g4run;libG4processes;G4PolarizedAnnihilationXS::DiceEpsilon@plt",6277879,8952925,10861096,4794105,4339934,0
"all;g4run;libG4processes;0x00000000008aece6",6979984,11604386,11661771,7024665,2213978,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable",14650474,22214440,9867986,10345512,4935801,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::collide",260865812,360458253,203299221,131182794,67664624,0
"all;g4run;libG4processes;G4MuonMinusBoundDecay::G4MuonMinusBoundDecay",0,1084316,0,0,0,0
"all;g4run;libG4processes;G4InuclCollider::~G4InuclCollider",99063140,124834339,67832855,54190570,23863284,0
"all;g4run;libG4processes;G4F19GEMProbability::~G4F19GEMProbability",694296,0,0,0,0,0
"all;g4run;libG4processes;G4GammaNuclearXS::G4GammaNuclearXS",698442,0,0,0,0,0
"all;g4run;libG4processes;G4Reggeons::Chi_pomeron",697427,0,0,0,0,0
"all;g4run;libG4processes;0x000000000083bdeb",1395360,6479405,2770114,1495264,1108611,0
"all;g4run;libG4processes;G4StatMFMacroCanonical::ChooseAandZ",9074306,6569852,3291932,3288667,1103788,0
"all;g4run;libG4processes;G4NIELCalculator::G4NIELCalculator",163296421,185450221,108916261,95101202,28598170,0
"all;g4run;libG4processes;G4IonParametrisedLossModel::BuildRangeVector@plt",696467,1015271,0,488275,228190,0
"all;g4run;libG4processes;0x000000000037f690",698419,0,0,467960,0,0
"all;g4run;libG4processes;G4FTFParameters::Reset@plt",2088015,2167254,672300,452252,438446,0
"all;g4run;libG4processes;0x000000000037f650",0,0,0,0,431812,0
"all;g4run;libG4processes;0x00000000008b67f4",0,0,0,1067599,0,0
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, std::pair<G4InuclElementaryParticle, double>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt",0,1167292,710776,0,0,0
"all;g4run;libG4processes;G4B10GEMProbability::G4B10GEMProbability@plt",698290,3340683,715006,1530772,844215,0
"all;g4run;libG4processes;G4ESTARStopping::AddData",698300,0,0,0,0,0
"all;g4run;libG4processes;G4SBBremTable::ClearSamplingTables",341135565,599859543,429006193,259631769,132347794,0
"all;g4run;libG4processes;G4Radioactivation::DecayIt",1009517496,1967030857,1247277116,882222555,358864603,0
"all;g4run;libG4processes;G4VTransitionRadiation::DumpInfo",43240859,65066752,34249100,29434951,9132964,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable",108136626,168609256,115702342,51470274,41620785,0
"all;g4run;libG4processes;G4PAIxSection::GetEnergyTransfer",32100396,40323408,31121822,19475402,9713038,0
"all;g4run;libG4processes;G4VDNAModel::~G4VDNAModel@plt",9756508,10084705,8305054,8473087,3812205,0
"all;g4run;libG4processes;G4EmCalculator::FindEnergyLossProcess",198090724,226807351,121201702,117863136,35810394,0
"all;g4run;libG4processes;G4F18GEMProbability::G4F18GEMProbability",2355633829,4136962994,1893069520,1531174057,386844412,0
"all;g4run;libG4processes;G4DNAGillespieDirectMethod::SetTimeStep@plt",698425,0,692499,0,214075,0
"all;g4run;libG4processes;0x000000000083fd1b",695885,0,0,0,223515,0
"all;g4run;libG4processes;0x0000000000380410",0,1025778,0,467932,213704,0
"all;g4run;libG4processes;G4fissionEvent::G4SmpNuDistDataU235",1397129,1168817,668669,964545,473382,0
"all;g4run;libG4processes;G4PAIySection::CallError",79513121,117310191,74521541,60941100,20512777,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::printXsec",697904,0,0,461336,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetBoundaryInvokeSD",0,0,0,473148,0,0
"all;g4run;libG4processes;G4FTFModel::GetStrings",698436,0,0,985813,0,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorHadronInelastic",122793814,181801641,111229296,78939753,36204553,0
"all;g4run;libG4processes;G4BinaryCascade::StepParticlesOut",0,1181354,0,0,0,0
"all;g4run;libG4processes;G4PolarizedIonisationBhabhaXS::Initialize",18140430,15475648,11414729,6949514,2344928,0
"all;g4run;libG4processes;0x000000000083fa4f",0,0,705583,0,0,0
"all;g4run;libG4processes;0x0000000000f18e32",1390295,2095097,1335788,0,428152,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeDXSectionPerAtom",137454175,147353522,112805088,76251798,31815642,0
"all;g4run;libG4processes;G4INCL::ParticleList::rotateMomentum@plt",3490496,3301552,2758679,2002165,1038150,0
"all;g4run;libG4processes;0x00000000008b6bb5",2093876,1066752,0,0,179963,0
"all;g4run;libG4processes;G4PhysicsVector::Value",698353,2116747,655460,481126,426795,0
"all;g4run;libG4processes;G4CascadeInterface::ApplyYourself",299937137,357117789,214320063,159394940,79822179,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::G4ChipsPionPlusInelasticXS",0,1158554,1034032,384049,0,0
"all;g4run;libG4processes;CLHEP::HepLorentzVector::boost@plt",696245,1057770,0,467559,392537,0
"all;g4run;libG4processes;G4BinaryCascade::Capture",6978314,3345128,1413157,2522929,961047,0
"all;g4run;libG4processes;strstr@plt",698244,0,0,0,0,0
"all;g4run;libG4processes;MCGIDI_POPs_initial@plt",698478,3313057,0,445647,437934,0
"all;g4run;libG4processes;G4LorentzConvertor::G4LorentzConvertor",17444824,36665893,30402429,15919798,9282283,0
"all;g4run;libG4processes;G4Cache<CLHEP::HepLorentzVector*>::~G4Cache@plt",0,0,1330151,0,225455,0
"all;g4run;libG4processes;G4NucleiModel::worthToPropagate",0,2115646,0,0,218467,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasComplexFZ",11854858,9920505,7422353,6627954,2733778,0
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::LoadData",1809029459,2322717159,1493801462,1109242856,457084146,0
"all;g4run;libG4processes;G4MolecularConfiguration::PrintState@plt",4876742,7767395,1386743,1389980,2375052,0
"all;g4run;libG4processes;G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator@plt",0,0,0,0,222167,0
"all;g4run;libG4processes;G4DiffractiveExcitation::NewNucleonId",0,0,0,469828,221536,0
"all;g4run;libG4processes;G4ChargeExchangeProcess::BuildPhysicsTable",2094998,0,0,529754,0,0
"all;g4run;libG4processes;G4HadElementSelector::G4HadElementSelector",8407010435,12628779846,7708052040,5707529105,2228183817,0
"all;g4run;libG4processes;0x00000000008ad1af",5582052,7700071,10671910,3828403,1951736,0
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::GetQ2_2",1061766144,2020141256,1227838354,845024302,431073623,0
"all;g4run;libG4processes;0x0000000000a1b3ea",0,0,0,512397,212738,0
"all;g4run;libG4processes;0x00000000009f25ba",0,7530866,2088648,1945964,708914,0
"all;g4run;libG4processes;0x00000000008aeceb",698451,0,670498,442730,0,0
"all;g4run;libG4processes;0x0000000000a1b3ee",692948,1055266,0,844544,0,0
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS",5384080472,8295384030,4972178150,3583401540,1543706885,0
"all;g4run;libG4processes;G4PAIySection::SumOverIntervaldEdx",4178526,4235846,4120715,2422982,658749,0
"all;g4run;libG4processes;G4NeutronElectronElModel::~G4NeutronElectronElModel@plt",10462776,15590425,8254488,8811569,3376071,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::~G4EquilibriumEvaporator",15344988,27662105,8044991,8751406,2836299,0
"all;g4run;libG4processes;G4HadronicParameters::SetMinEnergyTransitionFTF_Cascade",698191,0,1304372,478409,900372,0
"all;g4run;libG4processes;0x00000000008e196b",1394867,1854959,0,0,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetFunctions",17443836,24813420,18047376,13899570,3889943,0
"all;g4run;libG4processes;G4WilsonAbrasionModel::G4WilsonAbrasionModel",0,0,0,474405,0,0
"all;g4run;libG4processes;G4NeutrinoElectronProcess::PostStepDoIt",4180471,2397810,1363574,2411626,456500,0
"all;g4run;libG4processes;G4StatMFChannel::GetFragments",6981913,11055290,6169263,4257559,3198484,0
"all;g4run;libG4processes;G4IntraNucleiCascader::newCascade",181399243,280137407,147851621,93451202,60315999,0
"all;g4run;libG4processes;G4Clebsch::GenerateIso3",693945,0,0,0,0,0
"all;g4run;libG4processes;0x000000000037e7c0",17432520,31146542,12257334,9474737,9440967,0
"all;g4run;libG4processes;G4ParamExpTwoBodyAngDst<10>::GetCosTheta",2788948,0,2033837,450685,882820,0
"all;g4run;libG4processes;0x00000000008019bd",12567934,16163534,15830564,10690650,3936774,0
"all;g4run;libG4processes;G4SBBremTable::ReadCompressedFile",151056971,249150130,180071204,104866320,60507076,0
"all;g4run;libG4processes;0x00000000008aec9a",2091042,3334114,698542,909456,442908,0
"all;g4run;libG4processes;G4InuclParticle::setMomentum",0,0,705453,459203,0,0
"all;g4run;libG4processes;std::vector<double*, std::allocator<double*> >::_M_fill_insert@plt",0,0,0,507208,231646,0
"all;g4run;libG4processes;G4ResonanceNames::G4ResonanceNames",698322,0,0,0,223648,0
"all;g4run;libG4processes;G4CollisionNNToNNstar::G4CollisionNNToNNstar",1387638,2257987,2882956,992565,211813,0
"all;g4run;libG4processes;std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_hint_unique_pos",205812264,322863305,206950424,141746530,59529456,0
"all;g4run;libG4processes;G4StatMFMicroPartition::CalcPartitionProbability",10459781,13643169,3945884,2406832,1565885,0
"all;g4run;libG4processes;G4HadronicProcessStore::RegisterInteraction@plt",0,0,652802,0,0,0
"all;g4run;libG4processes;G4VStateDependent::G4VStateDependent@plt",2784170,5524039,4227494,3498376,1135473,0
"all;g4run;libG4processes;G4NeutronCaptureXS::Initialise",7672046,12028942,6637420,5512448,2970693,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSection",13958051,26806268,10789030,5824954,5456332,0
"all;g4run;libG4processes;G4UCNMaterialPropertiesTable::GetMRProbability@plt",0,1134652,0,447257,0,0
"all;g4run;libG4processes;std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::~vector",698270,0,0,477108,0,0
"all;g4run;libG4processes;G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt",3487292,3265407,4782731,1931046,667081,0
"all;g4run;libG4processes;G4NucleiModel::~G4NucleiModel",18838834,29944771,18501817,8675974,5970174,0
"all;g4run;libG4processes;G4RKFieldIntegrator::GetNeutronPotential",0,0,646898,0,0,0
"all;g4run;libG4processes;G4CascadeData<31, 4, 18, 55, 76, 20, 34, 0, 0>::print@plt",0,1100383,0,0,0,0
"all;g4run;libG4processes;G4O15GEMProbability::G4O15GEMProbability",14650503,10024784,5391730,4318225,1360368,0
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscVU",593681984,928621885,482377258,330299119,158968222,0
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscNS",19604410554,30873243168,17474846668,12781462313,5291551406,0
"all;g4run;libG4processes;0x0000000000a00c5c",0,0,0,482589,0,0
"all;g4run;libG4processes;0x00000000009f4295",698224,2303652,0,0,226138,0
"all;g4run;libG4processes;G4NeutronCaptureXS::RetrieveVector",119992027,140240175,89668818,66381036,32561819,0
"all;g4run;libG4processes;0x000000000094595b",0,998768,0,0,0,0
"all;g4run;libG4processes;0x00000000009f4299",0,1107939,1362079,1946608,978590,0
"all;g4run;libG4processes;std::vector<bool, std::allocator<bool> >::_M_fill_insert",945869465,1436332316,1022314302,652624569,359527030,0
"all;g4run;libG4processes;G4HadronicParameters::SetEnableIntegralElasticXS",698409,765148,668171,0,370301,0
"all;g4run;libG4processes;G4MoleculeTable::PrepareMolecularConfiguration@plt",18832189,45512681,22983748,21780441,8997696,0
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeCrossSectionPerAtom",91374439,106064472,75341346,51483530,23558000,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::fillOutgoingMasses",1394117,0,0,482047,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::tryClusters",20927037,21117912,12223606,9576619,3252489,0
"all;g4run;libG4processes;0x0000000000f18e3a",0,0,0,460822,0,0
"all;g4run;libG4processes;0x000000000096ef25",2090920,1199910,1336212,1450933,680300,0
"all;g4run;libG4processes;G4PSTARStopping::~G4PSTARStopping",698131,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusPChannelData, G4KaonHypSampler>::getMultiplicity",6278233,22327875,11271254,7276703,2859706,0
"all;g4run;libG4processes;G4CascadParticle::getPathToTheNextZone",9067880,12046882,11063503,2325676,2983049,0
"all;g4run;libG4processes;G4WilsonAblationModel::SelectSecondariesByEvaporation",1395857,2075579,591880,478169,442868,0
"all;g4run;libG4processes;G4FissionProductYieldDist::G4GetFission",3485927,3371609,0,506233,0,0
"all;g4run;libG4processes;G4BinaryCascade::CheckChargeAndBaryonNumber",4880991,8933459,2316971,2238068,1293917,0
"all;g4run;libG4processes;G4UrbanMscModel::InitialiseModelCache",1396482,2229957,1335226,1487323,418429,0
"all;g4run;libG4processes;G4MuonMinusCapture::ProcessDescription",3489487,5591724,711601,1381214,1424624,0
"all;g4run;libG4processes;G4FTFSettingDefaultHDP::G4FTFSettingDefaultHDP",6976495,1042140,2742857,2834739,0,0
"all;g4run;libG4processes;G4CascadeCheckBalance::baryonOkay",25112199,27043128,12219556,7558053,7495298,0
"all;g4run;libG4processes;G4NucleiModel::choosePointAlongTraj",38388921,54219630,28487293,21146446,9206046,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::AtRestGetPhysicalInteractionLength",4884211,8963020,7913027,7278253,3351147,0
"all;g4run;libG4processes;0x000000000037eb30",0,0,0,0,202216,0
"all;g4run;libG4processes;G4eeCrossSections::CrossSection2Kneutral@plt",0,0,0,0,227068,0
