id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4processes;G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print",696095,1132147,0,0,0,0
"all;g4run;libG4processes;G4INCL::NNToNLK2piChannel::operator delete@plt",1394017,1063762,0,1430341,879885,0
"all;g4run;libG4processes;G4OpticalParameters::GetMieVerboseLevel",1396861,2313901,4043572,1908267,635265,0
"all;g4run;libG4processes;G4CrossSectionDataStore::GetIsoCrossSection",65622539,100707114,52453388,44453988,18647843,0
"all;g4run;libG4processes;0x0000000000a16cac",2091704,6667199,4069068,1474230,1307198,0
"all;g4run;libG4processes;G4ForwardXrayTR::EnergyInterval@plt",7669202,10083110,3976725,5317798,1312991,0
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeFileName",0,0,703491,0,0,0
"all;g4run;libG4processes;0x000000000037e250",1396708,6581170,0,989452,686330,0
"all;g4run;libG4processes;0x00000000008b6cfe",0,0,0,0,223889,0
"all;g4run;libG4processes;G4HadronicParameters::SetVerboseLevel",9767369,13089580,8876691,7042729,2110922,0
"all;g4run;libG4processes;0x000000000083887d",13956363,9985065,6282739,5539767,1879857,0
"all;g4run;libG4processes;G4ExcitationHandler::BreakItUp",43261390,84986924,36772793,33373993,7615468,0
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::pp_ppPipPimPi0@plt",0,2332622,615930,480775,222317,0
"all;g4run;libG4processes;G4KineticTrackVector::Boost",1396553,0,573867,473996,218181,0
"all;g4run;libG4processes;G4CacheReference<G4NuclearPolarizationStore*>::Destroy",2167072448,3512719727,2292424662,1547644480,840227109,0
"all;g4run;libG4processes;std::vector<G4LossTableManager*, std::allocator<G4LossTableManager*> >::_M_fill_insert",6537542624,8474586136,5772172241,4124139084,1947182700,0
"all;g4run;libG4processes;std::vector<G4ExcitedString*, std::allocator<G4ExcitedString*> >::_M_realloc_insert<G4ExcitedString* const&>",0,0,0,492856,0,0
"all;g4run;libG4processes;G4LossTableManager::EmSaturation",0,0,0,545581,0,0
"all;g4run;libG4processes;0x000000000037ec70",6980741,15552796,9482113,4392448,2784614,0
"all;g4run;libG4processes;G4BinaryCascade::FillVoidNucleusProducts",0,0,0,479558,0,0
"all;g4run;libG4processes;G4INCL::Particle::getTotalBias@plt",0,0,661931,0,0,0
"all;g4run;libG4processes;G4SingleDiffractiveExcitation::~G4SingleDiffractiveExcitation",0,2347930,0,0,0,0
"all;g4run;libG4processes;G4TypeMutex<G4Cache<CLHEP::HepLorentzVector*> >",698361,994922,2079206,0,0,0
"all;g4run;libG4processes;G4F19GEMProbability::G4F19GEMProbability",64199236,100343438,57225771,35075506,9822030,0
"all;g4run;libG4processes;G4FPYSamplingOps::EvaluateWattConstants",698372,0,0,529348,0,0
"all;g4run;libG4processes;G4BinaryLightIonReaction::ApplyYourself",1392123,0,0,0,0,0
"all;g4run;libG4processes;G4FTFParamCollMesonProj::G4FTFParamCollMesonProj",0,0,0,1011651,0,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt",2788691,2145199,2007315,947180,458926,0
"all;g4run;libG4processes;G4PAIxSection::GetStepEnergyLoss",21624502,17161882,15127063,13484886,3105546,0
"all;g4run;libG4processes;G4VTransitionRadiation::GetMeanFreePath",0,1104706,705015,951628,0,0
"all;g4run;libG4processes;0x000000000037f2a0",2092007,0,0,0,0,0
"all;g4run;libG4processes;G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution",48139178,65410141,52410372,31042486,14654216,0
"all;g4run;libG4processes;0x0000000000838c3c",6976762,9690247,2079335,1456200,1488252,0
"all;g4run;libG4processes;G4SBBremTable::LoadSamplingTables",230193503,403743646,288663592,181300726,97762785,0
"all;g4run;libG4processes;epsilon@plt",2090629,1102038,663382,0,0,0
"all;g4run;libG4processes;G4FTFParticipants::SortInteractionsIncT",0,1073569,0,0,0,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTheta0",12559947,7494215,6200508,3399682,444942,0
"all;g4run;libG4processes;G4UCNBoundaryProcess::BoundaryProcessVerbose",698462,0,0,463527,420896,0
"all;g4run;libG4processes;0x00000000008395bd",4187502,12098884,5459125,1454036,1516340,0
"all;g4run;libG4processes;0x00000000009d26ca",0,0,672887,0,0,0
"all;g4run;libG4processes;0x0000000000f183b4",6279352,3374884,3874293,1886673,1718831,0
"all;g4run;libG4processes;std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>",698476,1105879,686701,1006059,440781,0
"all;g4run;libG4processes;0x00000000009d26cd",0,1100378,0,1034799,677465,0
"all;g4run;libG4processes;G4EmBiasingManager::ApplyDirectionalSplitting@plt",0,0,764746,0,0,0
"all;g4run;libG4processes;0x0000000000f183b8",10467542,6593118,7523727,5260170,1431314,0
"all;g4run;libG4processes;G4Pow::powA",5682777667,9009367296,5458164039,3986037812,1638129598,0
"all;g4run;libG4processes;G4RKPropagation::GetSphereIntersectionTimes",147901377,184456625,96863445,69998281,36061881,0
"all;g4run;libG4processes;G4FPYNormalFragmentDist::GetFissionProduct",0,0,0,0,228078,0
"all;g4run;libG4processes;0x0000000000380630",0,2998440,1346264,1006766,424575,0
"all;g4run;libG4processes;G4FTFModel::Init",3483786,11076244,6266870,4415727,1247730,0
"all;g4run;libG4processes;0x0000000000806bad",5581557,4614850,4197434,3494867,683999,0
"all;g4run;libG4processes;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::_M_fill_insert",862774260,1333671440,935772600,614570061,276401914,0
"all;g4run;libG4processes;G4HadronicParameters::Instance",698271,1298165,0,0,0,0
"all;g4run;libG4processes;G4InuclParamMomDst::GetMomentum",698412,1108906,653550,0,220277,0
"all;g4run;libG4processes;0x000000000083a0e8",12559719,34573128,18615124,13280732,4381511,0
"all;g4run;libG4processes;G4NuclWatcher::G4NuclWatcher",0,1964547,1352326,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::setOnShell",16170040,16424207,8553056,5290056,2653521,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetAngleXTR",13943827,18485760,9994800,9429047,3708621,0
"all;g4run;libG4processes;G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt",70455004,99026739,69589582,49758142,22347007,0
"all;g4run;libG4processes;0x00000000008af1d6",2093237,1078647,734012,0,449179,0
"all;g4run;libG4processes;0x00000000008b60a4",56519441,76678625,46551144,38579517,17231849,0
"all;g4run;libG4processes;0x00000000008e42ed",698364,0,0,0,0,0
"all;g4run;libG4processes;G4NIELCalculator::ComputeNIEL",41850657,54397958,27935054,23563257,6212681,0
"all;g4run;libG4processes;G4RKPropagation::~G4RKPropagation",105330997,167685005,128712838,70847952,41271206,0
"all;g4run;libG4processes;0x0000000000f67e5a",4182025,8940029,6889667,3953221,1340780,0
"all;g4run;libG4processes;G4SeltzerBergerModel::G4SeltzerBergerModel",37655578,69220166,37954653,30497147,17907938,0
"all;g4run;libG4processes;0x00000000008b60a8",698419,0,0,0,208378,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::G4MultiBodyMomentumDist",480039273,813862033,470647269,298117348,178170504,0
"all;g4run;libG4processes;0x00000000008b60a9",0,0,0,0,450570,0
"all;g4run;libG4processes;0x0000000000a19c51",6279448,4304857,1365802,2431448,1720566,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetQ2max",81637106,117417651,83718497,54647235,35900428,0
"all;g4run;libG4processes;G4PAIxSection::Initialize",163937755,186239486,127845559,104488510,40340607,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::IsIsoApplicable",0,0,519560,447036,0,0
"all;g4run;libG4processes;0x000000000083e5e8",698456,0,1356782,474503,233098,0
"all;g4run;libG4processes;0x0000000000a19c58",698467,0,0,0,442091,0
"all;g4run;libG4processes;G4Analyser::printResultsNtuple",0,0,619225,0,0,0
"all;g4run;libG4processes;G4GIDI_target::getOthersFinalState@plt",698398,1166342,2736091,0,430863,0
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeXSectionPerAtom",104626137,149755922,101551299,60855026,33014054,0
"all;g4run;libG4processes;0x00000000008b6d45",5583730,4242941,1430342,4418104,1115494,0
"all;g4run;libG4processes;0x00000000009e4fad",0,0,0,0,222867,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorHadronElastic",12552261,25601376,10588195,10386114,4551842,0
"all;g4run;libG4processes;0x00000000008b6d06",0,1080438,0,481756,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::~G4CascadeFunctions",0,2290884,1383304,0,234133,0
"all;g4run;libG4processes;G4NucleiModel::getFermiKinetic",13957490,20668380,9044907,4281702,3750405,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::G4ScreeningMottCrossSection",225359657,378338191,202679034,139107556,62843560,0
"all;g4run;libG4processes;0x00000000008b6d49",15358516,16582214,6245313,8278623,2869302,0
"all;g4run;libG4processes;G4CascadeParamMessenger::SetNewValue",153453558,184523842,125570447,84698902,45984325,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::~G4ElNeutrinoNucleusTotXsc",0,993585,614773,0,0,0
"all;g4run;libG4processes;G4AdjointCSManager::GetPostStepWeightCorrection@plt",0,1094360,0,1403337,0,0
"all;g4run;libG4processes;0x0000000000a2a783",696692,2236632,0,966081,0,0
"all;g4run;libG4processes;G4VEmProcess::GetCurrentLambda",34886351,36329236,16800971,22805581,6576391,0
"all;g4run;libG4processes;0x0000000000a1cf58",698373,0,0,0,0,0
"all;g4run;libG4processes;G4PEEffectFluoModel::Initialise",15350253,18235650,15064115,13884852,5109768,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeRelDXSectionPerAtom",2040101384,2779714238,1918394521,1300571512,660756810,0
"all;g4run;libG4processes;G4VRestContinuousProcess::~G4VRestContinuousProcess@plt",0,2291137,0,522347,655432,0
"all;g4run;libG4processes;G4INCL::AllocationPool<G4INCL::NNToMissingStrangenessChannel>::getObject@plt",4189617,9728590,3367807,2427106,2303465,0
"all;g4run;libG4processes;G4O16GEMProbability::G4O16GEMProbability",33475181,21151942,19725098,8129694,4897897,0
"all;g4run;libG4processes;G4CascadeData<30, 6, 6, 4, 5, 6, 7, 7, 7>::initialize",2078868,4311184,4737213,1498653,2481096,0
"all;g4run;libG4processes;0x0000000000ef7c5a",698754,2223103,0,970118,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetRandomAngle",5574296,3924464,3418458,2281661,1027303,0
"all;g4run;libG4processes;G4CascadeData<30, 1, 6, 16, 29, 42, 54, 41, 47>::print",11863805,21293657,15420095,11610461,4867848,0
"all;g4run;libG4processes;G4HadronXSDataTable::Initialise",138821650,205168184,147187649,94156365,37622094,0
"all;g4run;libG4processes;G4BinaryCascade::G4BinaryCascade",3487391,1082767,2681849,0,453936,0
"all;g4run;libG4processes;0x0000000000f1ffb3",0,1049250,468334,0,125638,0
"all;g4run;libG4processes;G4NucleiModel::generateNucleon",4888480,4504778,2719990,2624315,886342,0
"all;g4run;libG4processes;G4EmBiasingManager::ApplySplitting",0,994813,0,0,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom",279747557,431543935,275177654,183908938,83929945,0
"all;g4run;libG4processes;G4NeutronInelasticXS::Initialise",1078700164,1441501561,959814364,666502361,276605810,0
"all;g4run;libG4processes;G4ExcitedStringDecay::~G4ExcitedStringDecay",0,0,0,0,234660,0
"all;g4run;libG4processes;G4PolynomialPDF::G4PolynomialPDF@plt",698430,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000f1ffb6",1396683,0,0,0,0,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::AlongStepGetPhysicalInteractionLength",885353918,1382608526,940954091,659650574,267003020,0
"all;g4run;libG4processes;G4MuonicAtomDecay::FillResult",1396891,5536760,2906960,0,619032,0
"all;g4run;libG4processes;0x0000000000f183bc",698357,1042186,708187,0,214775,0
"all;g4run;libG4processes;0x0000000000a0041d",1395299,0,473043,0,0,0
"all;g4run;libG4processes;G4BOptnCloning::~G4BOptnCloning@plt",17442521,13109430,13089683,10913612,5763336,0
"all;g4run;libG4processes;ptwX_free@plt",0,0,0,0,213324,0
"all;g4run;libG4processes;std::istream::_M_extract<unsigned long>@plt",0,0,0,0,209410,0
"all;g4run;libG4processes;G4CascadeChannelTables::instance",0,1036322,0,973580,0,0
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeIsotopeName",0,0,667823,0,0,0
"all;g4run;libG4processes;0x000000000083a0ef",694206,1073384,1333549,0,680461,0
"all;g4run;libG4processes;G4INCL::CascadeAction::beforeAvatarAction@plt",698184,5557284,1350288,1906862,1096812,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetEnergyIndex",1395590,1054781,641893,479136,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::decayTrappedParticle",195410969,262116406,172089672,108671093,63408923,0
"all;g4run;libG4processes;G4StatMFMacroNucleon::CalcEntropy",5579502,1227044,1371887,1095148,0,0
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findFinalStateIndex",0,0,0,0,206760,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum",41184756,39932528,28357145,18550927,11211507,0
"all;g4run;libG4processes;G4RKPropagation::delete_FieldsAndMap",131872685,202519829,129295936,89272693,52543612,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable",87215579,122325960,72174309,52226294,29718402,0
"all;g4run;libG4processes;G4LegendrePolynomial::BuildUpToOrder",698383,0,1325886,1535112,568352,0
"all;g4run;libG4processes;G4LorentzConvertor::setTarget",5583213,5503328,681993,1521135,1829103,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::~G4CascadeDeexciteBase",43250137,57084111,41867593,24966233,12545584,0
"all;g4run;libG4processes;G4PreCompoundDeexcitation::deExcite",0,0,695261,0,216017,0
"all;g4run;libG4processes;G4NucleiModel::boundaryTransition",167452030,254182714,126182589,86495789,35987313,0
"all;g4run;libG4processes;G4WilsonAbrasionModel::ApplyYourself",698413,0,0,921636,203722,0
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcChemicalPotentialMu",8371049,3342896,1957715,1924829,1472320,0
"all;g4run;libG4processes;G4VBiasingOperator::ReportOperationApplied@plt",1393718,1172958,2770261,975576,953249,0
"all;g4run;libG4processes;G4SBBremTable::InitSamplingTables",11848464,19834239,11071735,5817781,3462096,0
"all;g4run;libG4processes;0x000000000037b9a0",3480666,12895467,6150137,3915183,1745256,0
"all;g4run;libG4processes;0x000000000083e5ec",7670793,8305875,4827390,3888010,1783749,0
"all;g4run;libG4processes;G4SeltzerBergerModel::ReadData",387861993,697719422,426402417,291032821,124588504,0
"all;g4run;libG4processes;0x0000000000a19c5d",0,0,0,0,194227,0
"all;g4run;libG4processes;G4CascadeParamMessenger::G4CascadeParamMessenger",110207159,107473168,70524675,52200371,27878982,0
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_realloc_insert<G4CascadParticle const&>@plt",0,0,0,303076,0,0
"all;g4run;libG4processes;0x00000000008b6d0a",2787544,1981770,0,488694,186457,0
"all;g4run;libG4processes;G4PhotoElectricEffect::ProcessDescription",2789579,12737700,4152951,2454492,1750558,0
"all;g4run;libG4processes;0x00000000008b6d4b",3489457,1062364,2125152,1479806,224443,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::printTable",4186427,3359154,2791156,1435777,828591,0
"all;g4run;libG4processes;0x0000000000a0d408",698435,2234781,665004,0,206248,0
"all;g4run;libG4processes;0x000000000037ea40",1387263,4277608,2711819,1428087,637614,0
"all;g4run;libG4processes;G4EmBiasingManager::ApplySecondaryBiasing@plt",4188885,11850746,3412769,990058,1518355,0
"all;g4run;libG4processes;G4SeltzerBergerModel::~G4SeltzerBergerModel",2789432,5363301,3449778,1535316,1080769,0
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::ReadData",452110551,768634142,484249499,370800646,141304812,0
"all;g4run;libG4processes;G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt",113029920,147402413,95415506,55941581,35612100,0
"all;g4run;libG4processes;G4ShellData::G4ShellData",0,1022443,1305563,0,0,0
"all;g4run;libG4processes;0x000000000083e82c",1389384,3311031,1348659,441105,656650,0
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcMeanMultiplicity",3486162,3287808,4045183,1475747,650358,0
"all;g4run;libG4processes;0x00000000008b6d4e",10467603,11060507,4914660,2497702,1340128,0
"all;g4run;libG4processes;G4CollisionOutput::rotateEvent",16733999,22109395,13460624,6293618,2777953,0
"all;g4run;libG4processes;0x00000000008b6d0e",11868524,20806471,10031642,4956400,1407684,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::collide",11869988,21555505,9996308,8363805,4023220,0
"all;g4run;libG4processes;G4VEmProcess::PostStepGetPhysicalInteractionLength",1142063225,1774438032,1109230240,756359756,369059241,0
"all;g4run;libG4processes;0x0000000000a1cf5d",0,1115177,0,0,0,0
"all;g4run;libG4processes;G4StatMFParameters::GetEpsilon0",695610,0,761791,457158,0,0
"all;g4run;libG4processes;0x0000000000a2a78a",698377,0,0,0,0,0
"all;g4run;libG4processes;G4IonsShenCrossSection::calCeValue@plt",2093638,4500897,2006714,2480107,978498,0
"all;g4run;libG4processes;0x0000000000f69b8f",3490012,9599218,4130203,3979191,2456212,0
"all;g4run;libG4processes;G4MuNeutrinoNucleusTotXsc::GetEnergyIndex@plt",698416,0,0,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_unique_pos",1147397527,1831840124,1120841936,853103564,352905011,0
"all;g4run;libG4processes;std::map<int, G4ParticleDefinition*, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::~map",2088567,0,662007,0,464126,0
"all;g4run;libG4processes;G4GammaNuclearXS::SelectIsotope",4883082,7116553,3939221,4280775,549715,0
"all;g4run;libG4processes;G4Na24GEMChannel::~G4Na24GEMChannel",0,0,699494,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<double, std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > >, std::_Select1st<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > > >::_M_get_insert_hint_unique_pos@plt",698410,4436373,1353102,2016055,1522981,0
