id,instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libG4track;0x000000000000f48b",0,0,1191221,0,0,0
"all;g4run;libG4track;G4ParticleChangeForGamma::CheckIt",0,0,0,0,771778,0
"all;g4run;libG4track;0x00000000000137d6",61639821,51987310,57208120,11797614,58295297,15185325
"all;g4run;libG4track;G4VParticleChange::DumpInfo",525713911,655465769,595925063,75877330,524999576,134470276
"all;g4run;libG4track;G4ParticleChangeForLoss::operator=",368123277,430522771,397268436,35169194,306381715,104798877
"all;g4run;libG4track;0x00000000000137d8",18745927,26682692,27254878,2558435,18561064,1413066
"all;g4run;libG4track;G4ParticleChangeForMSC::DumpInfo",773490427,1037402470,953011853,143162428,817494931,207633633
"all;g4run;libG4track;0x000000000000c61e",0,3642464,1173264,0,991066,1165135
"all;g4run;libG4track;0x00000000000101f8",2303431,9437507,2289413,383634,1492127,5283406
"all;g4run;libG4track;G4StepPoint::operator=",81894540,100886690,80095772,9076933,52375941,36548792
"all;g4run;libG4track;G4ParticleChange::DumpInfo",437285284,450440823,424104190,56128431,374042464,21873079
"all;g4run;libG4track;std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>",469120084,534785116,522894261,73409204,468085599,108743057
"all;g4run;libG4track;G4ParticleChange::AddSecondary",0,0,1181974,0,0,0
"all;g4run;libG4track;G4StepPoint::G4StepPoint",50696643,62544907,58135500,7028823,51589410,8123564
"all;g4run;libG4track;_GLOBAL__sub_I_G4StepPoint.cc",44308036,47444451,36946934,3481265,31551042,6206997
"all;g4run;libG4track;G4VParticleChange::~G4VParticleChange",214931308,245217348,240205355,19696478,207975813,37187599
"all;g4run;libG4track;0x000000000001155f",45618654,67886808,45764085,4760323,30143197,21924452
"all;g4run;libG4track;0x00000000000137dc",3201619,4862286,0,527225,0,394092
"all;g4run;libG4track;_GLOBAL__sub_I_G4ParticleChangeForLoss.cc",1126889,0,0,0,0,0
"all;g4run;libG4track;0x00000000000116c7",95707589,105841891,94714226,13467654,79581707,17165229
"all;g4run;libG4track;0x00000000000101fa",13460403,13398497,25315913,1723757,11181524,5310241
"all;g4run;libG4track;G4ParticleChangeForGamma::DumpInfo",1129496,0,0,515588,821253,0
"all;g4run;libG4track;std::vector<G4Track const*, std::allocator<G4Track const*> >::_M_realloc_insert<G4Track const* const&>",2990377130,3388114537,3341599304,431715489,2680562019,782077989
"all;g4run;libG4track;0x000000000000f3b4",12940055,13745509,17789875,3945757,16368881,0
"all;g4run;libG4track;G4Track::G4Track",1288290786,1379391082,1390865697,154594932,1090755530,335981702
"all;g4run;libG4track;G4Step::GetDeltaEnergy",844844004,891925494,851146040,80574163,572528985,370286104
"all;g4run;libG4track;0x000000000000f3b8",0,0,0,120463,0,0
"all;g4run;libG4track;0x000000000000f483",0,1338812,2426911,132562,0,0
"all;g4run;libG4track;G4Track::SetAuxiliaryTrackInformation",275086714,343956304,228594229,42065090,229353032,76258933
"all;g4run;libG4track;0x000000000000c62c",2295971,1196002,2663067,180286,965044,893462
"all;g4run;libG4track;G4ParticleChangeForMSC::Initialize",419913237,456598956,408865398,43365617,367220171,120893096
"all;g4run;libG4track;G4VParticleChange::CheckIt",1094660427,1174610492,1205292923,115267527,952495974,222104375
"all;g4run;libG4track;G4Step::GetSecondaryInCurrentStep",476494947,488029944,500802892,42123767,295094714,198012605
"all;g4run;libG4track;_GLOBAL__sub_I_G4ParticleChangeForGamma.cc",1060393,0,0,515088,0,0
"all;g4run;libG4track;G4Step::G4Step",360751599,424135119,417138703,46022948,277981167,132887258
"all;g4run;libG4track;0x00000000000116cb",28836352,27460973,17671167,2040016,18153400,2778681
"all;g4run;libG4track;G4VelocityTable::GetVelocityTable",15237010,10074322,10825655,4043089,16312482,1828332
"all;g4run;libG4track;0x00000000000116cf",12011232,11042604,24238104,1596528,17824614,3018841
"all;g4run;libG4digits_hits",,,,,,
"all;g4run;libG4digits_hits;G4VSensitiveDetector::Clone",3097940,2306069,2314509,262652,0,330301
"all;g4run;libG4digits_hits;G4VSensitiveDetector::~G4VSensitiveDetector",10495463008,12067803792,11132280669,1122919865,7724866873,3967775189
"all;g4run;libG4geometry",,,,,,
"all;g4run;libG4geometry;0x00000000001818b9",0,1329547,2597857,0,857963,0
"all;g4run;libG4geometry;G4ExtrudedSolid::StreamInfo",5889933271,6793862526,6574544982,619812473,3739532104,3250778024
"all;g4run;libG4geometry;0x00000000000f728d",8367009,1120817,3862235,404514,9334691,0
"all;g4run;libG4geometry;0x000000000021226e",52368992,77804736,60919380,4330508,26712301,39066726
"all;g4run;libG4geometry;G4CSGSolid::StreamInfo",32569604,35689946,37600455,4225471,29295775,11744096
"all;g4run;libG4geometry;0x00000000001c9d86",3236203,3696454,1152732,238641,2524557,1574976
"all;g4run;libG4geometry;0x00000000000f76c3",0,0,0,0,0,514297
"all;g4run;libG4geometry;0x0000000000193f0e",0,2369973,0,0,0,0
"all;g4run;libG4geometry;0x00000000000f76c8",0,0,2419007,707006,2756831,353115
"all;g4run;libG4geometry;G4Box::SetZHalfLength",17719804,14633001,15461523,642773,11234030,3950979
"all;g4run;libG4geometry;G4TessellatedSolid::InsideVoxels@plt",8398839,6177048,17803252,1716643,6423523,896957
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",38899866,30293085,39175073,3887704,18222178,9331859
"all;g4run;libG4geometry;0x0000000000270937",1040796,0,0,0,0,859368
"all;g4run;libG4geometry;G4Box::SetXHalfLength",5743073761,6647744947,6565825877,554988168,3914197408,2722316144
"all;g4run;libG4geometry;0x0000000000161e6e",17978373,12374253,10430721,1799270,9082173,10277459
"all;g4run;libG4geometry;0x00000000001818be",0,5111412,0,121333,737305,860543
"all;g4run;libG4geometry;std::vector<G4LogicalSkinSurface*, std::allocator<G4LogicalSkinSurface*> >::_M_realloc_insert<G4LogicalSkinSurface*>",406139939,526754127,492142904,57027478,327960946,203787221
"all;g4run;libG4geometry;G4Box::DistanceToOut",6131983,13058656,7640591,639868,4093976,4500710
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",686447258,798000869,825825994,33739431,276091800,471350199
"all;g4run;libG4geometry;G4CutTubs::GetCutZ",5496863,8631507,5515851,219237,932647,9952782
"all;g4run;libG4geometry;G4BooleanSolid::GetCubicVolume",6339203,3809663,5720901,409717,5767355,3544151
"all;g4run;libG4geometry;G4UnionSolid::CalculateExtent",93272245,99722349,88975740,8606622,39774616,65442028
"all;g4run;libG4geometry;0x00000000001c9d8a",2922806,4959218,3782711,255053,785053,1252589
"all;g4run;libG4geometry;G4Tubs::operator=",15524693,19503205,12242396,1353487,13576428,7040900
"all;g4run;libG4geometry;G4PhysicalVolumeStore::DeRegister",52908714,65471887,46946658,7035366,53955458,13948296
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass@plt",39421866,39240650,38343027,5182475,23751121,18131511
"all;g4run;libG4geometry;0x000000000017bf07",0,1262592,0,0,0,0
"all;g4run;libG4geometry;0x000000000027093c",1202889,1995295,0,133316,0,470235
"all;g4run;libG4geometry;G4MultiLevelLocator::EstimateIntersectionPoint",1565048238,1607923066,1677102302,124562475,1089721232,531367443
"all;g4run;libG4geometry;G4Box::GetExtent",1023138,1168763,1858263,111765,803158,1968037
"all;g4run;libG4geometry;G4TouchableHistory::operator delete",210100834,227462834,177950785,17425392,139486205,100125256
"all;g4run;libG4geometry;G4MultiUnion::DistanceToIn",341001771,413577403,415625555,44546574,306788164,125213789
"all;g4run;libG4geometry;G4CutTubs::G4CutTubs",995932,0,0,0,0,1015256
"all;g4run;libG4geometry;0x00000000001c9ef8",2134030,0,0,0,0,0
"all;g4run;libG4geometry;G4VIntersectionLocator::GetLastSurfaceNormal@plt",4560166,1325715,2451591,222798,1699153,1068906
"all;g4run;libG4geometry;G4ElectroMagneticField::operator=@plt",226010312,297720626,275123772,20189340,155259781,121954001
"all;g4run;libG4geometry;G4LogicalSkinSurface::GetSurfaceTable",1156633,2198586,0,328334,0,321514
"all;g4run;libG4geometry;G4FSALBogackiShampine45::Stepper",731989457,763896236,836197521,80943828,487356267,353655871
"all;g4run;libG4geometry;G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep",842898847,957453046,956337632,87198731,471388226,451658120
"all;g4run;libG4geometry;0x00000000000db24e",1270212,0,1147809,0,907401,0
"all;g4run;libG4geometry;G4Voxelizer::BuildEmpty@plt",16818823,13770037,9389018,469733,6970244,5085008
"all;g4run;libG4geometry;std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::operator=",0,0,0,0,744110,467887
"all;g4run;libG4geometry;field_utils::relativeError",32608355,34728968,29540345,5559005,23480514,9985665
"all;g4run;libG4geometry;0x00000000002704c3",0,1340912,1242716,0,931093,283680
"all;g4run;libG4geometry;0x00000000002704c5",2165857,1315674,0,111540,2572506,0
"all;g4run;libG4geometry;0x00000000001498d8",1134571,0,4629527,133481,0,0
"all;g4run;libG4geometry;0x00000000002704c7",0,1215890,0,0,0,0
"all;g4run;libG4geometry;0x00000000002704c8",1071998,0,0,0,0,0
"all;g4run;libG4geometry;0x000000000011f5e9",76357179,61523358,62325406,5821363,53813027,21601588
"all;g4run;libG4geometry;G4ExtrudedSolid::GetVertex",51222687,91169739,77877796,5349960,34097187,39580786
"all;g4run;libG4geometry;G4Voxelizer::Contains@plt",1043275,0,0,0,0,0
"all;g4run;libG4geometry;G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt",2228073,1340278,2389807,258706,750130,1169201
"all;g4run;libG4geometry;G4Trap::MakePlane",349826820,442286927,410804162,46660946,379253563,142904251
"all;g4run;libG4geometry;field_utils::absoluteError@plt",0,1029388,0,273998,1864873,288674
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonal",1032146253,1161111331,1111550153,114117952,659355000,491606558
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",15899668,35878406,20165721,1967686,11713114,13059307
"all;g4run;libG4geometry;G4Trap::MakePlanes",10898352,14553263,11800419,1686973,11220954,2004990
"all;g4run;libG4geometry;0x00000000001c9efd",0,0,0,0,0,561285
"all;g4run;libG4geometry;0x0000000000212428",3272856,6546810,7680391,235932,3860746,2928692
"all;g4run;libG4geometry;G4Torus::BoundingLimits",963326,730690,0,0,0,386404
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectTranslation",82472380,83316373,92767225,4522845,44427743,58941306
"all;g4run;libG4geometry;0x000000000026fe6d",0,1213816,0,137001,0,0
"all;g4run;libG4geometry;G4VPhysicalVolume::GetRotation@plt",18254036,26663681,14338248,1273426,13264453,5351491
"all;g4run;libG4geometry;G4CutTubs::CreatePolyhedron",0,1341150,0,0,0,0
"all;g4run;libG4geometry;G4Trd::ApproxSurfaceNormal",5392966,1242480,3418310,0,2543930,683502
"all;g4run;libG4geometry;0x0000000000187094",6958709,5389603,7771882,1782735,5326346,2260098
"all;g4run;libG4geometry;G4TessellatedSolid::~G4TessellatedSolid@plt",58088172,82468694,68278583,4827479,27739636,28585644
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode",1565895154,1959500583,1686700072,152165863,1014883881,952478282
"all;g4run;libG4geometry;G4MagErrorStepper::Stepper",2529924111,2837084626,2690635842,317913795,1864588218,988191701
"all;g4run;libG4geometry;G4LogicalSurface::~G4LogicalSurface",209004940,264539099,212880345,26545365,165361958,77629403
"all;g4run;libG4geometry;G4Tubs::GetEntityType",0,1194251,1046873,252410,0,0
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",2043156779,2372588048,2387995655,194367380,1413126429,1021863746
"all;g4run;libG4geometry;G4PolyhedronPara::G4PolyhedronPara@plt",20358311,14025174,14862078,1521344,6478717,7481555
"all;g4run;libG4geometry;0x0000000000103d07",8177198,6691050,3986019,1071911,9011843,2121694
"all;g4run;libG4geometry;G4TwistTubsHypeSide::SetCorners@plt",0,1267821,1301372,0,812617,0
"all;g4run;libG4geometry;0x000000000021242e",2297468,1321599,1154342,123223,780623,577918
"all;g4run;libG4geometry;G4LogicalSkinSurface::CleanSurfaceTable",109728105,130852847,101000742,10592520,93288425,43062709
"all;g4run;libG4geometry;0x0000000000162689",8177063,9135356,6146316,1363892,5232726,3397786
"all;g4run;libG4geometry;0x00000000000e4a28",28537877,31991510,30995995,3874771,27429236,12528373
"all;g4run;libG4geometry;G4Box::Inside",10157737,5306606,12175499,146480,2308711,6492538
"all;g4run;libG4geometry;G4FieldTrack::LoadFromArray",264811385,320127490,298203073,40465038,210454902,76741708
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",1368210013,1591454535,1526300579,93024483,1309919180,228241578
"all;g4run;libG4geometry;G4ParameterisationTrdY::G4ParameterisationTrdY@plt",7242507,12658438,14055438,808403,6478384,8823000
"all;g4run;libG4geometry;field_utils::relativeError2",1169483634,1398611315,1338303358,165843998,898672568,473742297
"all;g4run;libG4geometry;G4MagInt_Driver::GetDerivatives",0,0,0,0,0,578495
"all;g4run;libG4geometry;0x000000000018709a",4523836,1355936,1171551,168973,755472,1168802
"all;g4run;libG4geometry;G4CutTubs::IsCrossingCutPlanes",9566478,12408552,9968661,375351,3222469,6655958
"all;g4run;libG4geometry;sincos@plt",14719578,25393418,12653873,1489673,19761019,4388092
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",918754438,982870612,936674566,78551876,437252865,570642465
"all;g4run;libG4geometry;0x000000000018709f",2390174,5329229,7738439,265921,4597497,1209193
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",37862065,51772649,54740811,4670072,41357761,16296228
"all;g4run;libG4geometry;G4Cons::DistanceToOut",79794884,115299416,99538530,7912381,68293342,38377274
"all;g4run;libG4geometry;0x0000000000103d0b",208649739,299061612,261233769,32031786,190671711,69225318
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize",112915805,132139539,136949377,17205741,84518283,48262905
"all;g4run;libG4geometry;G4VPhysicalVolume::SetRotation@plt",3533617,0,2419119,0,1491267,0
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode@plt",1648184,0,0,0,0,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",0,1225148,3430880,0,0,1680021
"all;g4run;libG4geometry;0x00000000000e4a2e",57748638,55585768,68780566,5498420,38163567,31116804
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway@plt",0,1179250,0,118835,2641447,0
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager@plt",0,0,0,0,0,602430
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::GetTranslation@plt",0,0,6280540,153467,894338,1647703
"all;g4run;libG4geometry;G4TwistedTubs::BoundingLimits",4465838360,5307909020,5034447621,402247030,2869182375,2416617813
"all;g4run;libG4geometry;G4ImplicitEuler::G4ImplicitEuler@plt",43936926,71020313,72122399,5680163,32302316,27038398
"all;g4run;libG4geometry;G4PolyhedraSide::SurfaceTriangle",404987511,422379162,452021891,26931251,172607567,262639297
"all;g4run;libG4geometry;G4FieldTrack::G4FieldTrack",0,0,0,221167,0,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::LevelLocate",1635334575,1799434595,1800220722,208492795,1306868660,511583851
"all;g4run;libG4geometry;0x00000000001c395e",0,0,0,0,831486,0
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",7528246311,8089284936,8320961600,638296974,4321468216,4016536260
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",123615396,140223705,105360475,14202866,95603812,30122086
"all;g4run;libG4geometry;atan2@plt",39799646,61995040,39574583,4953204,30117635,19166648
"all;g4run;libG4geometry;G4ElectroMagneticField::G4ElectroMagneticField@plt",3235646,0,0,116904,0,1009569
"all;g4run;libG4geometry;G4Trap::Clone",18657341,20868017,10333546,1254693,19778117,6125265
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",3392510,5176814,3595309,442333,2620741,858454
"all;g4run;libG4geometry;G4PolyhedraSide::GetPointOnFace",12483661549,14366042870,13831025848,1278843773,8448097712,5997829954
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4MagIntegratorStepper> >::FindNextChord",397495684,435798740,446960098,66294420,324218069,126631312
"all;g4run;libG4geometry;0x00000000001a315d",2944157,2365111,3260108,306892,2235978,3010877
"all;g4run;libG4geometry;field_utils::inverseCurvatureRadius",13198893,22955286,20800472,2431210,13223273,3950397
"all;g4run;libG4geometry;0x000000000019596f",3089752,1329889,2560105,0,0,0
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",2334177116,2583610066,2658190340,163703505,1068547157,1569218334
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",3178827148,3621486538,3437179213,245047893,1525311212,2217122878
"all;g4run;libG4geometry;0x0000000000160c48",16829543,11243926,21783060,1033417,13320798,9427993
"all;g4run;libG4geometry;G4Cons::GetPointOnSurface",1083551,2526033,1199010,161083,0,870929
"all;g4run;libG4geometry;G4Box::~G4Box",0,0,0,150192,0,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::LocateNextVoxel",1187275416,1259540818,1204579493,125775880,956165323,348226843
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",331455633,377574912,334270466,34045826,163673571,160298475
"all;g4run;libG4geometry;G4MultiUnion::operator=",51131435,58289352,60318429,8163710,53198207,15938115
"all;g4run;libG4geometry;G4NavigationHistory::NewLevel@plt",6324479,1358467,6235384,896773,4708230,4516295
"all;g4run;libG4geometry;G4PVParameterised::CheckOverlaps",914970785,985421564,966635096,100922810,679301126,348404174
"all;g4run;libG4geometry;0x00000000001946a7",0,0,1773994,0,0,287542
"all;g4run;libG4geometry;G4VoxelSafety::~G4VoxelSafety",181009570,216432081,190465887,22075340,115515160,101681321
"all;g4run;libG4geometry;0x00000000000e516c",61531872,64330660,75721862,1553422,18409305,49603339
"all;g4run;libG4geometry;G4ParameterisedNavigation::ComputeStep",5480824957,6251918651,5939785914,662490047,4111263209,2251792502
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInNoVoxels",118545013,134895702,118712526,5098616,47595196,63212398
"all;g4run;libG4geometry;G4Box::CreatePolyhedron",711745,0,1142386,0,875726,528596
"all;g4run;libG4geometry;G4Box::CalculateExtent",18286511,20039402,11275351,141076,3582729,9389883
"all;g4run;libG4geometry;0x0000000000194075",1631343,1170670,0,171505,0,344340
"all;g4run;libG4geometry;0x000000000014aa0b",2378467,1301249,2247467,155319,3840489,544104
"all;g4run;libG4geometry;0x0000000000124fcc",1018120,0,0,0,679671,0
"all;g4run;libG4geometry;0x000000000014aa0f",1106545,0,1141603,129584,957637,585890
"all;g4run;libG4geometry;G4ExtrudedSolid::ComputeProjectionParameters@plt",5169918,8580415,6758529,897034,7880420,695131
"all;g4run;libG4geometry;G4ReflectedSolid::GetReflectedSolidPtr",0,0,985083,0,0,0
"all;g4run;libG4geometry;0x00000000001943dd",7212937,3904604,3482960,0,973830,4077722
"all;g4run;libG4geometry;0x0000000000270ba8",59593054,79802071,74704687,9784203,42721178,25677910
"all;g4run;libG4geometry;0x0000000000270ba9",49343467,77205485,80350191,6134535,56732224,20149258
"all;g4run;libG4geometry;G4Paraboloid::SurfaceNormal",1052884560,1282868161,1154451166,90167880,636790748,702593747
"all;g4run;libG4geometry;std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt",2145434,2557051,6869658,246757,1880098,3423654
"all;g4run;libG4geometry;G4PolyhedraSide::G4PolyhedraSide",107209023965,122725855883,119316660875,10661265310,71852480680,50699479979
