id,instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses
"all;g4run;libG4clhep;CLHEP::HepLorentzRotation::set",14493872,11759447,268728,63385
"all;g4run;libG4clhep;CLHEP::MixMaxRng::generate",25438324455,16395287798,1175147069,186165160
"all;g4run;libG4clhep;CLHEP::MixMaxRng::iterate",91920285396,58663769817,5109151205,602107431
"all;g4run;libG4clhep;CLHEP::MixMaxRng::MULWU",17872207828,11296399707,983773134,122287689
"all;g4run;libG4clhep;HepGeom::Transform3D::operator*",1926634,1897040,0,0
"all;g4run;libG4clhep;CLHEP::HepRotation::isIdentity",3885979,0,12402,0
"all;g4run;libG4clhep;CLHEP::RandGamma::shoot",17275690,15150105,2450287,217427
"all;g4run;libG4clhep;CLHEP::HepLorentzVector::findBoostToCM",0,0,0,41543
"all;g4run;libG4clhep;CLHEP::HepLorentzVector::operator/=",2105970,2456503,45259,29229
"all;g4run;libG4global",,,,
"all;g4run;libG4global;0x0000000000025f44",26274723,10582024,51964,66728
"all;g4run;libG4global;std::vector<double, std::allocator<double> >::reserve",529026039,329559313,8800553,3137941
"all;g4run;libG4global;_G4cout_p",356531336,220309421,4011766,571166
"all;g4run;libG4global;G4GeometryTolerance::GetInstance",1945443,0,0,0
"all;g4run;libG4global;std::vector<double, std::allocator<double> >::_M_fill_assign",11704501,5651285,773664,68629
"all;g4run;libG4global;G4JTPolynomialSolver::QuadraticPolynomialIteration",54578130,39845195,753264,84993
"all;g4run;libG4global;G4PhysicsLogVector::Initialise",11031313,3253748,56533,9712
"all;g4run;libG4global;G4AllocatorPool::Reset",4388536,1208308,60114,0
"all;g4run;libG4global;G4CacheReference<double>::cache",17912929,6227857,46754,111146
"all;g4run;libG4global;G4UnitDefinition::~G4UnitDefinition",0,0,0,1543
"all;g4run;libG4global;G4PhysicsFreeVector::G4PhysicsFreeVector",0,0,26116,0
"all;g4run;libG4global;0x0000000000026104",0,0,0,125
"all;g4run;libG4global;0x0000000000025d70",2715858,570922,54091,3241
"all;g4run;libG4global;G4JTPolynomialSolver::ComputeScalarFactors",75700784,39311409,930887,172109
"all;g4run;libG4global;G4Physics2DVector::InterpolateLinearX",1124546,0,47056,4853
"all;g4run;libG4global;G4StateManager::GetCurrentState",0,0,0,2874
"all;g4run;libG4global;0x0000000000025540",1710923,1127183,42263,3604
"all;g4run;libG4global;G4JTPolynomialSolver::~G4JTPolynomialSolver",5563931,5736989,39517,35093
"all;g4run;libG4global;G4DataVector::G4DataVector",0,0,32917,0
"all;g4run;libG4global;0x0000000000025544",0,0,86506,4126
"all;g4run;libG4global;0x0000000000025ad4",0,0,467,0
"all;g4run;libG4global;G4PhysicsLogVector::G4PhysicsLogVector",0,0,0,519
"all;g4run;libG4global;G4AllocatorPool::Grow",6179189,1413308,143847,8788
"all;g4run;libG4global;G4PhysicsVector::G4PhysicsVector",1341399,0,9359,1703
"all;g4run;libG4global;G4PhysicsVector::Retrieve",7112145,8647534,6057,2391
"all;g4run;libG4global;G4JTPolynomialSolver::ComputeFixedShiftPolynomial",55833978,31292051,306683,114460
"all;g4run;libG4global;G4JTPolynomialSolver::G4JTPolynomialSolver",9047452,5534593,386307,127672
"all;g4run;libG4global;0x0000000000024b20",0,1161557,196715,24523
"all;g4run;libG4global;G4Pow::GetInstance",910228235,563069534,32457102,7747981
"all;g4run;libG4global;std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",5148461315,3408591086,448813324,46336080
"all;g4run;libG4global;0x0000000000025580",1646277,0,0,0
"all;g4run;libG4global;G4PhysicsModelCatalog::GetModelID",206988896,131164230,19109640,4407889
"all;g4run;libG4global;0x0000000000024b24",3150900,1072379,259782,116208
"all;g4run;libG4global;0x0000000000024f80",0,0,0,3338
"all;g4run;libG4global;0x0000000000025584",0,0,0,12252
"all;g4run;libG4global;0x0000000000024ca4",882508,0,0,0
"all;g4run;libG4global;G4PhysicsFreeVector::PutValues",9792378,4390836,101753,6405
"all;g4run;libG4global;0x0000000000025834",713357,0,0,36173
"all;g4run;libG4global;G4OrderedTable::clearAndDestroy",0,1190533,20999,371
"all;g4run;libG4global;0x0000000000025ff0",0,546832,0,0
"all;g4run;libG4global;G4JTPolynomialSolver::ComputeNextPolynomial",42134814,23055142,441259,74726
"all;g4run;libG4global;0x0000000000025ff4",0,543351,0,4071
"all;g4run;libG4global;G4MTcoutDestination::SetIgnoreCout",0,335234,0,0
"all;g4run;libG4global;G4JTPolynomialSolver::QuadraticSyntheticDivision",57373573,33154569,509077,167283
"all;g4run;libG4global;std::vector<G4PhysicsVector*, std::allocator<G4PhysicsVector*> >::_M_fill_insert",0,0,2863,287
"all;g4run;libG4global;G4PhysicsTable::ResetFlagArray",0,0,0,195
"all;g4run;libG4global;0x0000000000025220",892866,1088439,0,4685
"all;g4run;libG4global;G4Pow::A13Low",143691466,124764997,16162907,3896641
"all;g4run;libG4global;0x0000000000025224",2615503,1940264,0,8083
"all;g4run;libG4global;G4Pow::A13High",469945536,264040031,3927483,740151
"all;g4run;libG4global;G4JTPolynomialSolver::Quadratic",56258885,32138662,138245,76995
"all;g4run;libG4global;G4MasterForwardcoutDestination::ReceiveG4cout",0,0,0,1517
"all;g4run;libG4global;0x0000000000025704",0,0,768,184
"all;g4run;libG4global;G4Threading::IsMasterThread",946617,214455,28063,404
"all;g4run;libG4global;G4UnitDefinition::GetUnitsTable",5809076,815924,12667,15290
"all;g4run;libG4global;0x0000000000025f70",862021,466287,0,8032
"all;g4run;libG4global;G4UnitsTable::Contains",581847,0,0,0
"all;g4run;libG4global;G4PhysicsVector::FillSecondDerivatives",8320808,948842,39126,837
"all;g4run;libG4global;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",502905,513150,0,0
"all;g4run;libG4global;0x0000000000025f74",811700,642756,0,4545
"all;g4run;libG4global;0x0000000000024dc4",935667,0,0,5822
"all;g4run;libG4global;0x0000000000026110",811074,0,0,12290
"all;g4run;libG4global;G4Physics2DVector::Retrieve",6765146,2031158,0,0
"all;g4run;libG4global;std::vector<G4UnitDefinition*, std::allocator<G4UnitDefinition*> >::_M_realloc_insert<G4UnitDefinition*>",553845,0,0,0
"all;g4run;libG4global;0x0000000000024de0",1124356,1679321,203027,49817
"all;g4run;libG4global;0x0000000000026114",878112,561279,0,7166
"all;g4run;libG4global;0x0000000000024bd0",1157629,1220985,0,10306
"all;g4run;libG4global;G4Threading::WorkerThreadLeavesPool",0,0,0,3147
"all;g4run;libG4global;0x0000000000024bd4",26363583,15203203,888477,177748
"all;g4run;libG4global;G4Pow::powN",1166928077,534967196,14005977,3722979
"all;g4run;libG4global;G4Physics2DVector::Value",13004994641,8602627811,1085098602,115509832
"all;g4run;libG4global;0x0000000000025340",0,377783,0,0
"all;g4run;libG4global;G4PhysicsVector::ComputeSecDerivative1",149338375,60463366,976143,100425
"all;g4run;libG4global;0x0000000000025114",0,990399,0,0
"all;g4run;libG4global;G4JTPolynomialSolver::FindRoots",353076928,140074592,7122192,1535361
"all;g4run;libG4global;0x0000000000025344",208061,0,0,0
"all;g4run;libG4global;G4UnitDefinition::GetCategory",5781788,4191764,39789,9646
"all;g4run;libG4global;G4StateManager::GetStateManager",0,0,0,13472
"all;g4run;libG4global;G4PhysicsModelCatalog::Entries",59357516,41358863,5603471,1843791
"all;g4run;libG4global;aCountedObjectAllocator",1466443753,1070447608,108543531,7630783
"all;g4run;libG4global;G4JTPolynomialSolver::ComputeNewEstimate",61839966,28933321,237084,114369
"all;g4run;libG4global;G4UnitDefinition::BuildUnitsTable",1251386,0,0,0
"all;g4run;libG4global;0x00000000000259a0",1965584,0,0,18889
"all;g4run;libG4global;G4Threading::IsWorkerThread",0,1054702,48849,3248
"all;g4run;libG4global;G4VStateDependent::G4VStateDependent",76983,0,0,675
"all;g4run;libG4global;G4Pow::A13",103121745,77236808,8826304,1459264
"all;g4run;libG4global;G4AllocatorList::Register",0,0,0,173
"all;g4run;libG4global;0x00000000000259a4",7414543,7175168,526497,150103
"all;g4run;libG4global;operator<<",0,0,0,3656
"all;g4run;libG4global;G4UnitDefinition::GetValueOf",36709682,17575982,177837,65482
"all;g4run;libG4global;G4PhysicsLogVector::~G4PhysicsLogVector",755937,621691,35661,262
"all;g4run;libG4global;_G4coutbuf_p",0,0,0,2417
"all;g4run;libG4global;G4JTPolynomialSolver::RealPolynomialIteration",34994453,12949170,135054,37632
"all;g4run;libG4global;G4DataVector::~G4DataVector",1412580,0,0,1165
"all;g4run;libG4global;0x0000000000026040",956629,0,0,8943
"all;g4run;libG4global;0x0000000000026044",0,0,0,3997
"all;g4run;g4run",,,,
"all;g4run;g4run;Pythia8::Pythia::~Pythia",0,0,98202,0
"all;g4run;g4run;0x000000000000de54",7345674,3609220,64535,2202
"all;g4run;g4run;0x000000000000d980",18037502,14186475,587155,41709
"all;g4run;g4run;CMSMagneticField::GetFieldValue",220813125229,143716310277,12144025778,1057746990
"all;g4run;g4run;Pythia8::StringFragmentation::~StringFragmentation",540600,133748,0,0
"all;g4run;g4run;0x000000000000dff4",5332209,0,46344,50993
"all;g4run;g4run;ffunkti",15731973425,9246706113,212677747,21773876
"all;g4run;g4run;0x000000000000d984",1876338,3161514,205096,33925
"all;g4run;g4run;CLHEP::MixMaxRng::flat",11060293,9370758,375622,147508
"all;g4run;g4run;main",0,0,0,381
"all;g4run;g4run;std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release",3308266,484887,43718,10073
"all;g4run;g4run;0x000000000000def0",1461094,0,0,0
"all;g4run;g4run;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::PVec>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::PVec> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::PVec> > >::_M_erase",0,0,52966,0
"all;g4run;g4run;PythiaPrimaryGeneratorAction::GeneratePrimaries",0,0,39386,2686
"all;g4run;g4run;CMSMagneticField::CMSMagneticField",179560218,88897511,595898,38843
"all;g4run;g4run;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Parm>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Parm> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Parm> > >::_M_erase",908184,3042622,0,0
"all;g4run;g4run;0x000000000000def4",5112942,5292936,40798,129466
"all;g4run;g4run;0x000000000000dff0",0,1293825,0,5244
"all;g4run;g4run;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Flag>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Flag> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Pythia8::Flag> > >::_M_erase",998087,0,0,0
"all;g4run;libstdc++",,,,
"all;g4run;libstdc++;std::ostream::sentry::sentry",0,0,42697,18585
"all;g4run;libstdc++;0x000000000012fa19",2223224,3181994,0,1068
"all;g4run;libstdc++;0x000000000009f100",34513090,11660361,369346,84305
"all;g4run;libstdc++;0x000000000009f314",89233050,35368117,835813,296221
"all;g4run;libstdc++;0x000000000009f8d4",0,0,0,904
"all;g4run;libstdc++;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump",0,0,0,3629
"all;g4run;libstdc++;0x000000000012b152",0,925969,0,1438
"all;g4run;libstdc++;0x00000000000a05d0",6632354,1825411,0,0
"all;g4run;libstdc++;0x000000000012fa35",0,729106,0,4031
"all;g4run;libstdc++;0x000000000012b155",0,2605237,0,1737
"all;g4run;libstdc++;0x00000000000c23a7",14041541,11661243,5917,45917
"all;g4run;libstdc++;0x000000000009f104",28409682,11686438,589513,346690
"all;g4run;libstdc++;0x000000000012e82b",0,0,0,2132
"all;g4run;libstdc++;0x000000000012fa37",1775636,1746110,0,0
"all;g4run;libstdc++;0x000000000012fa39",0,1934898,0,0
"all;g4run;libstdc++;0x0000000000126ff2",3709566,2223758,0,903
"all;g4run;libstdc++;std::ostream::_M_insert<long>",0,548447,2649,15111
"all;g4run;libstdc++;0x000000000009eab0",11195496,5379660,0,3269
"all;g4run;libstdc++;std::locale::~locale",86603587,52037088,143679,129478
"all;g4run;libstdc++;0x00000000000a1284",0,0,0,463
"all;g4run;libstdc++;0x000000000012f9f0",1720406,762280,0,0
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace",7297200,5906267,90670,85438
"all;g4run;libstdc++;0x000000000012b173",10273735,5995969,6085,779
"all;g4run;libstdc++;0x00000000000a0720",0,534574,155205,8852
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=",0,0,0,1437
"all;g4run;libstdc++;0x000000000009eab4",0,895892,0,0
"all;g4run;libstdc++;std::getline<char, std::char_traits<char>, std::allocator<char> >",79714892,34044931,202405,44736
"all;g4run;libstdc++;__cxxabiv1::__si_class_type_info::__do_dyncast",7890635903,4563554953,122869632,81908961
"all;g4run;libstdc++;0x000000000012b177",5370784,2806669,0,1686
"all;g4run;libstdc++;0x000000000012f9f4",5707942,2336732,0,3449
"all;g4run;libstdc++;std::ios_base::_M_dispose_callbacks",32308447,9446504,46635,17061
"all;g4run;libstdc++;0x00000000000a0724",24489755,18846503,3017218,956465
"all;g4run;libstdc++;0x00000000000a1550",0,0,0,7994
"all;g4run;libstdc++;0x000000000012f9f6",5758227,0,5914,2526
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate",5793802,2359410,13724,9898
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap",0,0,3798,1292
"all;g4run;libstdc++;0x000000000012f9f8",1386999,0,0,713
"all;g4run;libstdc++;0x000000000012f9f9",2223087,2429359,12219,6245
"all;g4run;libstdc++;0x000000000009e560",2430527,0,0,0
"all;g4run;libstdc++;0x00000000000a08c0",2725220,2075376,8952,2345
"all;g4run;libstdc++;0x00000000001032e0",1734312,783159,0,1182
"all;g4run;libstdc++;std::__ostream_insert<char, std::char_traits<char> >",2622291,1346693,3519,2636
"all;g4run;libstdc++;std::basic_streambuf<char, std::char_traits<char> >::xsgetn",14310300,21759278,32501,9945
"all;g4run;libstdc++;0x000000000012e831",0,0,86033,10936
"all;g4run;libstdc++;operator delete[]",1027905,636776,0,26940
"all;g4run;libstdc++;0x00000000000a08c4",1268418,0,4290,0
"all;g4run;libstdc++;std::__basic_file<char>::xsgetn",0,614693,14266,0
"all;g4run;libstdc++;0x000000000009e580",0,0,0,5610
"all;g4run;libstdc++;0x00000000001032e5",19781891,5555712,20348,13432
"all;g4run;libstdc++;0x00000000000c237b",1973609,1213039,17181,823
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::rfind",161662,0,3075,5674
"all;g4run;libstdc++;0x000000000009f394",2545490,0,0,1976
"all;g4run;libstdc++;0x00000000000fb183",0,840970,0,0
"all;g4run;libstdc++;0x00000000001032e8",2361900,4425720,3712,9448
"all;g4run;libstdc++;std::_Rb_tree_insert_and_rebalance",12517377,8934574,658129,91242
"all;g4run;libstdc++;0x00000000000c237e",18412251,12290534,16886,32321
"all;g4run;libstdc++;0x000000000012d794",0,0,0,367
"all;g4run;libstdc++;std::codecvt<char, char, __mbstate_t>::do_always_noconv",0,0,3133,2321
"all;g4run;libstdc++;std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<unsigned long>",0,0,4598,0
"all;g4run;libstdc++;std::locale::locale",10427858,7310468,17656,15852
"all;g4run;libstdc++;std::__num_base::_S_format_float",0,0,0,4870
"all;g4run;libstdc++;std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >",20699797,6162828,41441,20856
"all;g4run;libstdc++;std::locale::id::_M_id",109395277,36211676,226680,163307
"all;g4run;libstdc++;0x000000000012e7ff",0,0,0,6773
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append",32869459,17899416,2577894,742021
"all;g4run;libstdc++;std::__basic_file<char>::open",0,0,0,1785
"all;g4run;libstdc++;0x000000000009fbf0",16726558,9985553,66401,9626
"all;g4run;libstdc++;0x000000000009e7a4",0,605816,6211,0
"all;g4run;libstdc++;std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put",0,0,0,8354
"all;g4run;libstdc++;0x000000000009fbf4",1029956,0,0,0
"all;g4run;libstdc++;std::ostream::operator<<",1513865,0,0,8249
"all;g4run;libstdc++;0x00000000000a0590",0,0,4366,0
"all;g4run;libstdc++;operator delete",161336639,77013957,3808910,815584
"all;g4run;libstdc++;std::_Rb_tree_increment",4012636,0,20759,16480
"all;g4run;libstdc++;0x000000000012fa1d",0,0,0,1278
"all;g4run;libstdc++;0x00000000000a1864",0,0,4609,0
"all;g4run;libstdc++;std::basic_filebuf<char, std::char_traits<char> >::close",902223,0,0,2687
"all;g4run;libstdc++;operator new[]",5959876,2773278,135885,18784
"all;g4run;libstdc++;0x000000000009ebd0",6030497,928845,0,5278
"all;g4run;libstdc++;std::ios_base::~ios_base",10240972,6926930,24985,10993
"all;g4run;libstdc++;__cxxabiv1::__vmi_class_type_info::__do_dyncast",765807224,361154622,1812020,1725731
"all;g4run;libstdc++;std::_Rb_tree_decrement",0,3370233,247370,59805
"all;g4run;libstdc++;std::basic_filebuf<char, std::char_traits<char> >::xsgetn",90430619,37088043,191460,15602
"all;g4run;libstdc++;std::__basic_file<char>::~__basic_file",0,0,19299,3920
"all;g4run;libstdc++;0x00000000000a0594",4602266,962467,0,908
"all;g4run;libstdc++;0x000000000009ebd4",11303727,6957137,676483,228543
"all;g4run;libstdc++;std::has_facet<std::codecvt<char, char, __mbstate_t> >",0,0,0,2528
"all;g4run;libstdc++;0x00000000000c23ae",0,612291,0,544
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find",68669271,33322531,184001,174597
"all;g4run;libstdc++;0x000000000012b15d",0,751188,0,0
"all;g4run;libstdc++;0x000000000012fa00",5116944,0,0,0
"all;g4run;libstdc++;std::locale::operator=",55051445,19761969,123883,103700
"all;g4run;libstdc++;0x00000000000a1004",2166329,0,0,0
"all;g4run;libstdc++;0x00000000000a2044",0,0,5413,0
"all;g4run;libstdc++;__dynamic_cast",11696388766,6607022848,166055223,129775937
"all;g4run;libstdc++;std::basic_filebuf<char, std::char_traits<char> >::_M_allocate_internal_buffer",0,0,0,4006
"all;g4run;libstdc++;0x0000000000103300",3575911,2645443,0,3924
"all;g4run;libstdc++;0x000000000012fa03",4467929,0,0,1565
"all;g4run;libstdc++;std::operator>><char, std::char_traits<char>, std::allocator<char> >",85679095,41623312,102200,107447
"all;g4run;libstdc++;0x000000000012b17b",28191438,10495307,39684,14270
"all;g4run;libstdc++;0x000000000012fa20",1789690,933644,0,0
"all;g4run;libstdc++;std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::basic_istringstream",3088626,2012581,3838,19564
"all;g4run;libstdc++;0x000000000012fa07",18241403,2547664,0,7868
"all;g4run;libstdc++;std::string::_Rep::_S_create",25875217,18638185,48438,15990
"all;g4run;libstdc++;0x0000000000103304",28831563,10686046,8457,4334
"all;g4run;libstdc++;0x00000000000a2290",0,814402,0,0
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign",51343158,18548385,534133,114747
"all;g4run;libstdc++;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve",74286505,48899380,4308657,1651738
"all;g4run;libstdc++;0x000000000012fa23",1970734,0,0,0
"all;g4run;libstdc++;std::__basic_file<char>::is_open",0,0,12909,2394
"all;g4run;libstdc++;0x0000000000103308",1340290,973059,0,7444
"all;g4run;libstdc++;operator new",341551775,205509894,5908646,2151776
"all;g4run;libstdc++;0x00000000000a1040",52807014,25852918,1303860,400180
"all;g4run;libstdc++;0x00000000000a2294",0,0,3415,0
"all;g4run;libstdc++;0x000000000009fd84",0,888953,4578,0
"all;g4run;libstdc++;0x000000000009fb70",20384260,12957832,115970,21921
