id,cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys
"all;g4run;libstdc++;operator delete",16749971,18869785,8883636,730639,3460047,759426
"all;g4run;libstdc++;std::locale::id::_M_id",0,0,0,14789,0,0
"all;g4run;libG4vis_management",,,,,,
"all;g4run;libG4vis_management;G4VisCommandViewerList::SetNewValue",1396760,988648,762139,0,0,0
"all;g4run;libG4track",,,,,,
"all;g4run;libG4track;G4ParticleChangeForMSC::CheckIt",351332441,419653356,211450996,5607818,123275566,2765036
"all;g4run;libG4track;G4ParticleChange::CheckIt",6282331,15674988,3334616,496400,1429710,269450
"all;g4run;libG4track;G4ParticleChangeForLoss::G4ParticleChangeForLoss",4188251,9196657,5489711,205041,237196,137866
"all;g4run;libG4track;G4ParticleChangeForGamma::CheckIt",1396901,2289843,0,0,0,10144
"all;g4run;libG4track;0x00000000000137d6",60009752,79922915,28165129,1217615,10829634,1126157
"all;g4run;libG4track;G4VParticleChange::DumpInfo",480034878,612019123,253962062,11988379,93958169,4484142
"all;g4run;libG4track;G4ParticleChangeForLoss::operator=",217006415,312847870,112675519,5998132,56438206,1435578
"all;g4run;libG4track;0x00000000000137d8",18840884,21092348,7369621,108985,3722182,105875
"all;g4run;libG4track;G4ParticleChangeForMSC::DumpInfo",859147755,1044271702,449528120,13163633,139192890,8642976
"all;g4run;libG4track;0x000000000000c61e",0,2237728,0,18585,653476,0
"all;g4run;libG4track;0x00000000000101f8",698173,3232190,384227,0,675401,5510
"all;g4run;libG4track;G4StepPoint::operator=",61383396,84392729,24551868,1131080,17878668,319142
"all;g4run;libG4track;G4ParticleChange::DumpInfo",243522689,367732026,135979357,8497232,37941936,4277234
"all;g4run;libG4track;std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>",397109054,547683272,193002491,10191600,67334316,4414871
"all;g4run;libG4track;G4ParticleChange::AddSecondary",26521233,46107563,15530392,332989,9471602,22300
"all;g4run;libG4track;G4StepPoint::G4StepPoint",38389916,55829941,25964757,471546,5297867,204043
"all;g4run;libG4track;_GLOBAL__sub_I_G4StepPoint.cc",38372570,57654306,14649765,610426,7246897,378580
"all;g4run;libG4track;G4VParticleChange::~G4VParticleChange",187686655,269638842,92708191,2236893,37615872,1825327
"all;g4run;libG4track;0x000000000001155f",27208216,26301115,16404919,477694,5915900,144830
"all;g4run;libG4track;0x00000000000137dc",1395113,2975623,731568,53181,602848,35852
"all;g4run;libG4track;_GLOBAL__sub_I_G4ParticleChangeForLoss.cc",0,0,0,0,0,8251
"all;g4run;libG4track;0x00000000000116c7",64901193,92320659,37618699,966690,10993447,367467
"all;g4run;libG4track;0x00000000000101fa",14654329,24247520,7634369,276236,5552314,73559
"all;g4run;libG4track;0x00000000000101fc",0,0,0,29886,0,0
"all;g4run;libG4track;G4ParticleChangeForGamma::DumpInfo",1395443,2016075,1867912,196645,229032,25834
"all;g4run;libG4track;std::vector<G4Track const*, std::allocator<G4Track const*> >::_M_realloc_insert<G4Track const* const&>",2457297959,3195139952,1300065827,34903756,381647945,17227874
"all;g4run;libG4track;0x000000000000f3b4",13247125,11985553,4768713,351452,747854,471518
"all;g4run;libG4track;G4Track::G4Track",1000608292,1412437611,487846117,21457158,189858444,8342616
"all;g4run;libG4track;G4Step::GetDeltaEnergy",503597401,776711280,280641358,10183403,110790066,3875005
"all;g4run;libG4track;0x000000000000f3b8",0,0,368272,0,0,16421
"all;g4run;libG4track;0x000000000000f483",698015,0,1465873,33214,362718,28981
"all;g4run;libG4track;G4Track::SetAuxiliaryTrackInformation",200271263,262149180,95769524,5108017,42370704,2779193
"all;g4run;libG4track;0x000000000000c62c",697786,2151491,367604,0,707152,0
"all;g4run;libG4track;G4ParticleChangeForMSC::Initialize",372728494,401085675,181858456,4424469,119709906,2121970
"all;g4run;libG4track;G4VParticleChange::CheckIt",824180172,1214781966,421626157,8681427,183321487,9655250
"all;g4run;libG4track;G4Step::GetSecondaryInCurrentStep",349667917,475156979,159232385,6499143,67642923,1804331
"all;g4run;libG4track;_GLOBAL__sub_I_G4ParticleChangeForGamma.cc",1393223,0,365718,41827,124372,46194
"all;g4run;libG4track;G4Step::G4Step",293042677,402364523,167365881,3329842,54072725,3142392
"all;g4run;libG4track;0x00000000000116cb",19543019,14206196,6194667,173968,3079758,121004
"all;g4run;libG4track;G4VelocityTable::GetVelocityTable",20239105,21439253,9212476,667371,2790566,943481
"all;g4run;libG4track;0x00000000000116cf",11168454,12218871,7175792,288690,1427339,96739
"all;g4run;libG4digits_hits",,,,,,
"all;g4run;libG4digits_hits;G4SDParticleFilter::G4SDParticleFilter@plt",0,992636,0,0,0,8644
"all;g4run;libG4digits_hits;G4PSStepChecker::~G4PSStepChecker@plt",0,1015691,0,0,0,4791
"all;g4run;libG4digits_hits;G4VSensitiveDetector::G4VSensitiveDetector",5581043,11981805,4776130,61249,1813891,159359
"all;g4run;libG4digits_hits;G4VSensitiveDetector::Clone",34185498,28612410,12458768,416564,3834883,430205
"all;g4run;libG4digits_hits;G4VSensitiveDetector::~G4VSensitiveDetector",7172195910,10657697195,3854946598,146366951,1622186967,53735640
"all;g4run;libG4geometry",,,,,,
"all;g4run;libG4geometry;0x00000000001818b9",695537,5890362,1792777,42032,1050362,0
"all;g4run;libG4geometry;G4ExtrudedSolid::StreamInfo",1375645120,2057696310,641864138,30894720,242260828,6892544
"all;g4run;libG4geometry;0x00000000000f728d",2090091,7244009,4061054,57773,715697,36078
"all;g4run;libG4geometry;0x000000000021226e",11155932,22970010,5413485,188186,1520717,11057
"all;g4run;libG4geometry;G4CSGSolid::StreamInfo",60010808,92076745,33682590,961079,15177342,130169
"all;g4run;libG4geometry;0x00000000001c9d86",3489289,7299878,3672466,125062,611405,4013
"all;g4run;libG4geometry;0x00000000000f76c3",0,0,0,0,0,20655
"all;g4run;libG4geometry;0x0000000000193f0e",0,1652666,755476,18112,123016,4133
"all;g4run;libG4geometry;0x00000000000f76c8",2093881,1986822,1827610,14377,410444,9732
"all;g4run;libG4geometry;G4Box::SetZHalfLength",57221118,77766476,13214708,1026650,11585210,264897
"all;g4run;libG4geometry;G4TessellatedSolid::InsideVoxels@plt",4187755,17613665,4758877,107618,1192300,45484
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",3491401,13370673,2905588,205538,911447,153493
"all;g4run;libG4geometry;0x0000000000270937",2792570,0,1108435,82172,780549,21028
"all;g4run;libG4geometry;G4Box::SetXHalfLength",7054942813,11444735726,3748732803,136463818,2003030139,27452330
"all;g4run;libG4geometry;0x0000000000161e6e",6283785,15594132,5072194,99164,1692123,70300
"all;g4run;libG4geometry;0x00000000001818be",698058,4109545,1816411,92700,392545,0
"all;g4run;libG4geometry;std::vector<G4LogicalSkinSurface*, std::allocator<G4LogicalSkinSurface*> >::_M_realloc_insert<G4LogicalSkinSurface*>",320903221,503807078,170812034,6585632,87760715,1752442
"all;g4run;libG4geometry;G4Box::DistanceToOut",43271711,90610691,19144807,276580,18774627,43223
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",143018426,222185817,71441172,2749704,41746909,1349250
"all;g4run;libG4geometry;G4CutTubs::GetCutZ",2791659,0,0,11661,0,3402
"all;g4run;libG4geometry;G4BooleanSolid::GetCubicVolume",3486391,4118616,365657,129012,997371,8373
"all;g4run;libG4geometry;G4UnionSolid::CalculateExtent",23711773,45466719,13943706,601227,4199337,56730
"all;g4run;libG4geometry;0x00000000001c9d8a",3488363,6212944,1831367,71684,786641,20955
"all;g4run;libG4geometry;G4Tubs::operator=",10459709,12614103,5797830,177616,2364201,38400
"all;g4run;libG4geometry;G4PhysicalVolumeStore::DeRegister",9770590,15294308,5255511,229538,2384544,66898
"all;g4run;libG4geometry;0x00000000000f76cd",0,0,736819,0,0,0
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass@plt",25112233,33192725,8853733,517010,3578582,117591
"all;g4run;libG4geometry;0x000000000027093c",2094988,5109095,2205058,25685,252602,0
"all;g4run;libG4geometry;G4MultiLevelLocator::EstimateIntersectionPoint",849151688,1237398856,485163462,19588120,229928782,6466090
"all;g4run;libG4geometry;G4Box::GetExtent",11164293,16316311,8859092,340976,3798796,75203
"all;g4run;libG4geometry;G4TouchableHistory::operator delete",121170828,177816470,63995937,2670437,24174347,625760
"all;g4run;libG4geometry;G4MultiUnion::DistanceToIn",60682684,103181689,34609214,3479038,8144165,266426
"all;g4run;libG4geometry;G4VIntersectionLocator::GetLastSurfaceNormal@plt",2785796,3240684,366064,47625,168951,0
"all;g4run;libG4geometry;G4ElectroMagneticField::operator=@plt",43264440,67625759,24573579,773633,8604978,205155
"all;g4run;libG4geometry;G4LogicalSkinSurface::GetSurfaceTable",6271289,18275070,4053040,235361,2711904,210725
"all;g4run;libG4geometry;G4FSALBogackiShampine45::Stepper",570771239,823461203,308199969,8327522,99564198,3538063
"all;g4run;libG4geometry;G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep",500332951,770094182,281003447,10928024,78453246,2702435
"all;g4run;libG4geometry;0x00000000000db24e",698359,0,0,0,213876,0
"all;g4run;libG4geometry;G4Voxelizer::BuildEmpty@plt",10469287,8245988,5904791,293672,2395936,19715
"all;g4run;libG4geometry;field_utils::relativeError",20237831,31648944,13482760,314827,3975902,344495
"all;g4run;libG4geometry;0x00000000002704c3",698458,2107962,365799,24212,215373,0
"all;g4run;libG4geometry;0x00000000002704c5",2793368,0,1099474,63235,467991,3728
"all;g4run;libG4geometry;0x00000000002704c7",0,0,365542,0,0,0
"all;g4run;libG4geometry;0x00000000002704c8",0,0,0,0,251494,0
"all;g4run;libG4geometry;0x000000000011f5e9",43962796,60614997,30397608,1090936,12702971,300668
"all;g4run;libG4geometry;G4ExtrudedSolid::GetVertex",15351142,27046572,7422224,243582,4066670,17219
"all;g4run;libG4geometry;G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt",2788133,2006895,1092189,0,151407,63888
"all;g4run;libG4geometry;G4Trap::MakePlane",37687372,68365397,24489061,1467173,11628071,145048
"all;g4run;libG4geometry;field_utils::absoluteError@plt",1395319,2050622,1092157,14472,0,8754
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonal",240065989,316876920,106321705,5424656,42522489,1259786
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",3491191,5341147,2981048,87817,809990,14245
"all;g4run;libG4geometry;G4Trap::MakePlanes",0,1006295,377323,16226,246425,0
"all;g4run;libG4geometry;0x0000000000212428",1396677,0,0,0,151137,0
"all;g4run;libG4geometry;0x000000000019402f",0,1021632,368277,0,0,0
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectTranslation",25101897,33243396,10845301,372774,5778933,25098
"all;g4run;libG4geometry;0x000000000026fe6d",693786,0,0,0,0,0
"all;g4run;libG4geometry;G4VPhysicalVolume::GetRotation@plt",11167296,17230690,8198744,169980,2447335,20344
"all;g4run;libG4geometry;G4LogicalSkinSurface::GetNumberOfSkinSurfaces",1393856,975305,1136343,16676,194218,18429
"all;g4run;libG4geometry;G4Trd::ApproxSurfaceNormal",1396334,4275941,779325,0,441736,7281
"all;g4run;libG4geometry;0x0000000000187094",698295,3110199,367451,134832,399107,4421
"all;g4run;libG4geometry;G4TessellatedSolid::~G4TessellatedSolid@plt",32086941,54077087,13311986,696829,4779111,93316
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode",995759800,1560426575,578314666,26273773,329534276,3673012
"all;g4run;libG4geometry;G4MagErrorStepper::Stepper",1800911525,2644325428,891772034,24307969,339374209,8024099
"all;g4run;libG4geometry;G4LogicalSurface::~G4LogicalSurface",187722099,259192617,106542467,3940747,40697592,2006393
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",1345922533,1945954409,661319447,29137287,271049148,6248331
"all;g4run;libG4geometry;G4PolyhedronPara::G4PolyhedronPara@plt",9067835,20121227,5852156,99686,2150869,107786
"all;g4run;libG4geometry;0x0000000000103d07",10455663,21961923,6505205,260338,1934455,34325
"all;g4run;libG4geometry;0x000000000021242e",1394934,2215096,0,0,0,0
"all;g4run;libG4geometry;G4LogicalSkinSurface::CleanSurfaceTable",113036834,184245581,66092848,3283627,35255531,587849
"all;g4run;libG4geometry;0x0000000000162689",2091526,0,1764624,37992,0,12190
"all;g4run;libG4geometry;0x00000000000e4a28",32105777,56145688,20887845,697039,6800482,80505
"all;g4run;libG4geometry;G4Box::Inside",55847872,93698818,17309816,347468,15423129,66019
"all;g4run;libG4geometry;G4FieldTrack::LoadFromArray",168432404,252866982,86267840,2830089,27706914,1696751
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",921577365,1500380309,452541269,9990798,283576333,9007249
"all;g4run;libG4geometry;G4ParameterisationTrdY::G4ParameterisationTrdY@plt",2787458,3111734,1493937,0,112205,19329
"all;g4run;libG4geometry;field_utils::relativeError2",805252566,1181477124,410777490,10674638,141428416,5508901
"all;g4run;libG4geometry;G4MagInt_Driver::QuickAdvance",698469,0,0,0,245250,0
"all;g4run;libG4geometry;G4MagInt_Driver::GetDerivatives",698362,0,0,0,0,0
"all;g4run;libG4geometry;0x000000000018709a",1395072,1047640,0,13422,410024,13947
"all;g4run;libG4geometry;G4CutTubs::IsCrossingCutPlanes",0,2068552,400553,0,0,0
"all;g4run;libG4geometry;sincos@plt",21629618,25432909,8100522,305574,4363241,48917
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",251854445,424031869,118348540,5065788,39068946,702945
"all;g4run;libG4geometry;0x000000000018709f",698239,0,1086210,24626,329413,19158
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",34896956,40353395,17879446,827454,8846529,82722
"all;g4run;libG4geometry;G4Cons::DistanceToOut",13264105,13866687,4836201,175611,3954257,76874
"all;g4run;libG4geometry;0x0000000000103d0b",372619176,527921430,183118372,7007318,54327052,1530691
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize",54413782,107149680,32139712,704471,13252586,248164
"all;g4run;libG4geometry;G4VPhysicalVolume::SetRotation@plt",0,1065889,0,0,0,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",698359,2949216,367159,0,121893,0
"all;g4run;libG4geometry;0x00000000000e4a2e",29299309,41168671,11471054,465561,4529753,155602
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway@plt",0,1078715,0,0,0,0
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::GetTranslation@plt",698314,1963112,1465491,114171,115915,11581
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager@plt",0,1024007,0,0,0,5604
"all;g4run;libG4geometry;G4TwistedTubs::BoundingLimits",1050234119,1695259478,529492819,22825648,219073306,3639921
"all;g4run;libG4geometry;G4ImplicitEuler::G4ImplicitEuler@plt",37675221,51517918,19398812,677530,6450947,122102
"all;g4run;libG4geometry;G4PolyhedraSide::SurfaceTriangle",87916704,131632787,37253831,1772506,11177786,201987
"all;g4run;libG4geometry;G4FieldTrack::G4FieldTrack",376829532,521546793,152627927,6056033,39073067,4793191
"all;g4run;libG4geometry;G4ParameterisedNavigation::LevelLocate",1062513055,1559885136,539663936,23759988,157013641,4196165
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",3899037532,5961231197,2051978463,67477719,641284466,15808655
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",27903664,53007592,18559658,692546,7515095,183880
"all;g4run;libG4geometry;atan2@plt",15359875,26598836,5806846,300535,3259964,17030
"all;g4run;libG4geometry;G4ElectroMagneticField::G4ElectroMagneticField@plt",2095101,999422,349978,27765,319695,9133
"all;g4run;libG4geometry;G4Trap::Clone",3483292,5066938,739993,74705,388746,4407
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",693968,0,349884,13022,261576,0
"all;g4run;libG4geometry;G4PolyhedraSide::GetPointOnFace",2832002536,4598632503,1464029498,54893782,542892320,11307811
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4MagIntegratorStepper> >::FindNextChord",325144676,413995288,169879247,5213578,53983138,2800461
"all;g4run;libG4geometry;0x00000000001a315d",697769,0,0,0,0,0
"all;g4run;libG4geometry;field_utils::inverseCurvatureRadius",25120249,37932119,17255419,187479,7176779,138222
"all;g4run;libG4geometry;0x000000000019596f",698265,0,0,17543,0,0
"all;g4run;libG4geometry;0x000000000014aa08",0,0,0,16261,0,47534
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",438200623,732012014,211777750,7795546,56934112,722786
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",809423502,1289540899,368577367,16138028,107566106,1610347
"all;g4run;libG4geometry;0x0000000000160c48",7675594,15164347,4346828,122773,1470698,21530
"all;g4run;libG4geometry;G4Cons::GetPointOnSurface",0,1065756,0,13133,0,0
"all;g4run;libG4geometry;0x00000000001946a1",2095093,3040893,154918,13927,0,16044
"all;g4run;libG4geometry;G4Box::~G4Box",698401,1055479,0,0,0,0
"all;g4run;libG4geometry;G4ParameterisedNavigation::LocateNextVoxel",669803625,1121901137,362800742,13173467,191432188,5241596
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",226079805,303068386,113029983,6318612,29719741,969222
"all;g4run;libG4geometry;G4MultiUnion::operator=",18842464,10949825,8738656,871940,1212516,59917
"all;g4run;libG4geometry;0x00000000001946a4",0,0,0,15543,137853,8310
"all;g4run;libG4geometry;G4NavigationHistory::NewLevel@plt",2789754,6215776,367051,78555,857636,24611
"all;g4run;libG4geometry;G4PVParameterised::CheckOverlaps",661646004,957480323,313551647,11586294,140543821,4727956
"all;g4run;libG4geometry;0x00000000001946a7",698360,5063734,370918,51687,1134525,10846
"all;g4run;libG4geometry;G4VoxelSafety::~G4VoxelSafety",152803690,231065346,82886323,3523269,45128514,511817
"all;g4run;libG4geometry;0x00000000000e516c",12556129,13675504,5241730,54617,4991838,58353
"all;g4run;libG4geometry;G4ParameterisedNavigation::ComputeStep",3187703552,4461731156,1654083841,68422484,542836408,19537656
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInNoVoxels",2093367,7733883,1763008,32380,756255,4501
"all;g4run;libG4geometry;G4Box::CreatePolyhedron",1395022,2044318,367402,72660,313440,8609
"all;g4run;libG4geometry;G4Box::CalculateExtent",90024001,160008495,43454965,829446,34000610,140587
"all;g4run;libG4geometry;0x0000000000194075",6274870,13452473,1841779,40207,2867963,4254
"all;g4run;libG4geometry;0x000000000014aa0b",698398,0,1429631,55518,139324,146226
"all;g4run;libG4geometry;0x000000000014aa0f",0,0,0,0,191744,17017
"all;g4run;libG4geometry;G4ExtrudedSolid::ComputeProjectionParameters@plt",9766927,7076725,6965500,116831,1959851,31425
"all;g4run;libG4geometry;0x00000000001946aa",2787952,1016350,0,27472,356817,4198
"all;g4run;libG4geometry;0x00000000001946ae",695732,6295506,366773,29813,844169,8045
"all;g4run;libG4geometry;0x00000000001943dd",9769328,11915077,3682336,136482,2937900,30883
"all;g4run;libG4geometry;0x0000000000270ba8",43950689,74859716,22000854,1181503,16013609,191648
"all;g4run;libG4geometry;0x0000000000270ba9",52317913,81884678,24718292,1146614,15680236,233516
"all;g4run;libG4geometry;G4Paraboloid::SurfaceNormal",222533581,326297348,110665207,6710595,57326030,1145329
"all;g4run;libG4geometry;std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt",0,1074079,766814,0,157219,0
"all;g4run;libG4geometry;G4PolyhedraSide::G4PolyhedraSide",23255039589,37350619404,11720665048,437997240,4617196748,94993877
"all;g4run;libG4geometry;G4UniformElectricField::G4UniformElectricField@plt",7671297,6248506,2967093,81493,1721381,34520
"all;g4run;libG4geometry;G4FieldTrack::operator=@plt",0,0,0,13173,0,0
